Country Code,Port Location,Port Name,Port Authority,Address,Phone,Fax,800 Number,Email,Web Site,Latitude,Longitude,UN/LOCODE,Port Type,Port Size,Country
AUS,Adelaide,Port of Adelaide,Flinders Ports Pty Ltd,"296 St Vincent Street
Port Adelaide, South Australia 5015
Australia",61 8 8447 0611,61 8 8447 0606,800 060 450,flindersports@flindersports.com.au,www.flindersports.com.au,"34° 47' 57"" S","138° 30' 45"" E",AUADL,Seaport,Medium,
AUS,Brisbane,Port of Brisbane,Port of Brisbane Corporation,"1 Sandpiper Avenue
Locked Bag 1818
Port of Brisbane, Queensland 4178
Australia",61 7 3258 4888,61 7 3258 4703,,info@portbris.com.au,www.portbris.com.au,"27° 22' 57"" S","153° 10' 10"" E",AUBNE,Seaport,Large,
AUS,Darwin,Port of Darwin,Darwin Port Corporation,"GPO Box 390
Darwin, Northern Territory 0801
Australia",+ 61 (8) 8922 0660,+ 61 (8) 8922 0666,,darwinport.dpa@nt.gov.au,www.darwinport.nt.gov.au,"12° 28' 13"" S","130° 51' 28"" E",AUDRW,Seaport,Medium,
AUS,Fremantle,Fremantle Port,Fremantle Port Authority,"PO Box 95
Fremantle, Western Australia 6959
Australia",61 (08) 9430 3555,61 (08) 9336 1391,,mail@fremantleports.com.au,www.fremantleports.com.au,"32° 2' 51"" S","115° 44' 27"" E",AUFRE,Seaport,Medium,
AUS,Geelong,Port of Geelong,GeelongPort,"Geelong
Australia",03 52470206,03 52470203,,l.ward@patrick.com.au,www.geelongport.com.au,"38° 7' 36"" S","144° 23' 23"" E",AUGEX,Seaport,Medium,
AUS,Gladstone,Port of Gladstone,Gladstone Ports Corporation,"19 Yarroon Street
PO Box 259
Gladstone, Queensland 4680
Australia",61 7 4976 1333,61 7 4972 3045,,,www.gpcl.com.au,"23° 49' 48"" S","151° 15' 10"" E",AUGLT,Seaport,Medium,
AUS,Melbourne,Port of Melbourne,Port of Melbourne Corporation,"GPO Box 261
Melbourne, Victoria 3001
Australia",+61 3 9628 7555,+61 3 9628 7550,,information@portofmelbourne.com,www.portofmelbourne.com,"37° 49' 58"" S","144° 55' 3"" E",AUMEL,Deepwater Seaport,Very Large,
AUS,Newcastle,Port of Newcastle,Newcastle Port Corporation,"PO Box 663
Newcastle, NSW 2300
Australia",02 - 4985 8222,,1800 048 205,mail@newportcorp.com,www.newportcorp.com.au,"32° 54' 27"" S","151° 46' 14"" E",AUNTL,Seaport,Medium,
AUS,Sydney,Port of Sydney,Sydney Ports Corporation,"PO Box 25 Millers Point
Sydney, NSW 2000
Australia",61 2 9296 4999,61 2 9296 4742,,,www.sydneyports.com.au,"33° 51' 44"" S","151° 11' 33"" E",AUSYD,Deepwater Seaport,Large,
AUS,Adelaide,Port of Adelaide,Flinders Ports Pty Ltd,"296 St Vincent Street
Port Adelaide, South Australia 5015
Australia",61 8 8447 0611,61 8 8447 0606,800 060 450,flindersports@flindersports.com.au,www.flindersports.com.au,"34° 47' 57"" S","138° 30' 45"" E",AUADL,Seaport,Medium,
AUS,Albany,Port of Albany,Albany Port Authority,"85 Brunswick Road
Albany, Western Australia 6330
Australia",61 8 9892 9000,61 8 9841 7566,,apa@albanyport.com.au,www.albanyport.com.au,"35° 1' 54"" S","117° 53' 19"" E",AUALH,Deepwater Seaport,Small,
AUS,Bell Bay,Port of Bell Bay,Tasmanian Ports Corporation Pty Ltd,"Mobil Road, Bell Bay
PO Box 257C
Launceston, Tasmania 7250
Australia",61 3 6382 0111,61 3 6382 1695,,bellbay@tasports.com.au,www.tasports.com.au,"41° 8' 13"" S","146° 51' 36"" E",AUBEL,Seaport,Small,
AUS,Botany Bay,Port Botany,Sydney Ports,"207 Kent Street
Sydney, NSW 2000
Australia",61 2 9296 4999,61 2 9296 4742,,,www.sydneyports.com.au,"33° 58' 23"" S","151° 12' 54"" E",AUBTB,Seaport,Medium,
AUS,Brisbane,Port of Brisbane,Port of Brisbane Corporation,"1 Sandpiper Avenue
Locked Bag 1818
Port of Brisbane, Queensland 4178
Australia",61 7 3258 4888,61 7 3258 4703,,info@portbris.com.au,www.portbris.com.au,"27° 22' 57"" S","153° 10' 10"" E",AUBNE,Seaport,Large,
AUS,Bunbury,Port of Bunbury,Bunbury Port Authority,"PO Box 4
Bunbury, WA 6231
Australia",+618 (08) 9721 2800,+618 (08) 9721 8253,,byport@byport.com.au,www.byport.com.au,"33° 18' 55"" S","115° 39' 7"" E",AUBUY,Seaport,Small,
AUS,Bundaberg,Port of Bundaberg,Port of Brisbane Corporation,"45 Wharf Drive
Burnett Heads, QLD 4670
Australia",61 7 4130 2200,61 7 4159 4655,,info@portofbundaberg.com.au,www.portofbundaberg.com.au,"24° 46' 2"" S","152° 23' 29"" E",AUBDB,Seaport,Small,
AUS,Cairns,Cairns Seaport,Far North Queensland Ports Corporation Limited,"Grafton & Hartley Streets
PO Box 594
Cairns, Queensland 4870
Australia",+61 7 40523888,+61 7 40521493,,enquiries@portsfnq.com.au,www.cairnsport.com.au,"16° 55' 47"" S","145° 46' 50"" E",AUCNS,Seaport,Small,
AUS,Darwin,Port of Darwin,Darwin Port Corporation,"GPO Box 390
Darwin, Northern Territory 0801
Australia",+ 61 (8) 8922 0660,+ 61 (8) 8922 0666,,darwinport.dpa@nt.gov.au,www.darwinport.nt.gov.au,"12° 28' 13"" S","130° 51' 28"" E",AUDRW,Seaport,Medium,
AUS,Eden,Port of Eden,NSW Maritime Authority,"PO Box 137
Eden, New South Wales 2551
Australia",61 2 6496 1719,61 2 6496 3024,,edenpilot@maritime.nsw.gov.au,www.eden.nsw.gov.au,"37° 4' 19"" S","149° 54' 30"" E",AUQDN,Off-Shore Terminal,Small,
AUS,Esperance,Esperance Port Authority,Esperance Port Authority,"PO Box 35
Esperance, Western Australia 6450
Australia",(08) 9071 2111,(08) 9071 1312,,esppa@esperanceport.com.au,www.esperanceport.com.au,"33° 52' 19"" S","121° 53' 57"" E",AUEPR,Seaport,Small,
AUS,Finucane Island,Port of Finucane Island,BHP Billiton,"Finucane Island
Australia",,,,,,"20° 18' 39"" S","118° 33' 53"" E",,Seaport,Medium,
AUS,Fisherman Islands,Port of Fisherman Islands,,"Fisherman Islands
Australia",,,,,,"27° 26' 41"" S","153° 4' 29"" E",AUFIS,Seaport,Small,
AUS,Fremantle,Fremantle Port,Fremantle Port Authority,"PO Box 95
Fremantle, Western Australia 6959
Australia",61 (08) 9430 3555,61 (08) 9336 1391,,mail@fremantleports.com.au,www.fremantleports.com.au,"32° 2' 51"" S","115° 44' 27"" E",AUFRE,Seaport,Medium,
AUS,Geelong,Port of Geelong,GeelongPort,"Geelong
Australia",03 52470206,03 52470203,,l.ward@patrick.com.au,www.geelongport.com.au,"38° 7' 36"" S","144° 23' 23"" E",AUGEX,Seaport,Medium,
AUS,Geraldton,Port of Geraldton,Geraldton Port Authority,"298 Marine Terrace
Geraldton, WA 6530
Australia",61 8 99 640 520,61 8 99 640 555,,mail@gpa.wa.gov.au,www.gpa.wa.gov.au,"28° 46' 22"" S","114° 36' 4"" E",AUGET,Seaport,Small,
AUS,Gladstone,Port of Gladstone,Gladstone Ports Corporation,"19 Yarroon Street
PO Box 259
Gladstone, Queensland 4680
Australia",61 7 4976 1333,61 7 4972 3045,,,www.gpcl.com.au,"23° 49' 48"" S","151° 15' 10"" E",AUGLT,Seaport,Medium,
AUS,Hastings,Port of Hastings,,"Hastings
Australia",,,,,,"38° 18' 24"" S","145° 13' 36"" E",AUHAS,Seaport,Small,
AUS,Kwinana,Port of Kwinana,,"Kwinana
Australia",,,,,,"32° 14' 9"" S","115° 45' 30"" E",AUKWI,Seaport,Small,
AUS,Melbourne,Port of Melbourne,Port of Melbourne Corporation,"GPO Box 261
Melbourne, Victoria 3001
Australia",+61 3 9628 7555,+61 3 9628 7550,,information@portofmelbourne.com,www.portofmelbourne.com,"37° 49' 58"" S","144° 55' 3"" E",AUMEL,Deepwater Seaport,Very Large,
AUS,Newcastle,Port of Newcastle,Newcastle Port Corporation,"PO Box 663
Newcastle, NSW 2300
Australia",02 - 4985 8222,,1800 048 205,mail@newportcorp.com,www.newportcorp.com.au,"32° 54' 27"" S","151° 46' 14"" E",AUNTL,Seaport,Medium,
AUS,Pinkenba,Port of Pinkenba,,"Pinkenba
Australia",,,,,,"27° 25' 41"" S","153° 7' 14"" E",,Seaport,Small,
AUS,Port Hedland,Port of Hedland,Port Hedland Port Authority,"PO Box 2
Port Hedland, WA 6721
Australia",61 8 9173 0000,61 8 9173 0060,,phpa@phpa.com.au,www.phpa.com.au,"20° 19' 3"" S","118° 34' 37"" E",AUPHE,Seaport,Small,
AUS,Port Kembla,Port of Port Kembla,Port Kembla Port Corporation,"PO Box 89
Port Kembla, NSW 2505
Australia",61 2 4275 0100,61 2 4274 0643,,enquiries@kemblaport.com.au,www.kemblaport.com.au,"34° 27' 45"" S","150° 53' 58"" E",AUPKL,Seaport,Medium,
AUS,Port Pirie,Port Pirie,Flinders Ports Pty Ltd,"296 St Vincent Street
Port Adelaide, South Australia 5015
Australia",+61 8 8447 0611,+61 8 8447 0606,,flindersports@flindersports.com.au,www.flindersports.com.au,"33° 10' 37"" S","138° 0' 41"" E",AUPPI,Seaport,Small,
AUS,Risdon,Port of Risdon,,"Risdon
Australia",,,,,,"42° 49' 42"" S","147° 18' 45"" E",AURDN,Seaport,Small,
AUS,Rockhampton,Port of Rockhampton,Gladstone Ports Corporation,"First Floor 16 East Street
Rockhampton, Queensland 4700
Australia",61 7 4927 2133,61 7 4922 6096,,,www.gpcl.com.au,"23° 51' 4"" S","151° 17' 5"" E",AUROK,Seaport,Small,
AUS,Sydney,Port of Sydney,Sydney Ports Corporation,"PO Box 25 Millers Point
Sydney, NSW 2000
Australia",61 2 9296 4999,61 2 9296 4742,,,www.sydneyports.com.au,"33° 51' 44"" S","151° 11' 33"" E",AUSYD,Deepwater Seaport,Large,
AUS,Whyalla,Port of Whyalla,OneSteel Whyalla Steelworks,"Locked Bag 8825
South Coast Mail Centre
Whyalla, NSW Australia
Australia",800 1 78335,800 101 141,,onesteeldirect@onesteel.com,www.onesteel.com,"33° 2' 18"" S","137° 35' 42"" E",AUWYA,Seaport,Small,
AZE,Baku,Port of Baku,Baku International Sea Trade Port,"72 Uzeir Hajibeyov Street
Baku 370010
Azerbaijan",994 12 930268,994 12 933672,,office@bakuseaport.net,bakuseaport.az,"40° 20' 52"" N","49° 52' 35"" E",AZBAK,Seaport,Large,
BHS,Freeport,Freeport Container Port,Freeport Container Port Limited,"Container Port Road / Queens Highway
P.O. Box F-42465
Freeport, Grand Bahama Island
Bahamas",242 350-8000,242 351-8044,,,www.freeportcontainerport.com,"26° 31' 28"" N","78° 46' 1"" W",BSFPO,Seaport,Medium,
BHS,Nassau,Port of Nassau,Nassau Port Authority,"PO Box N-8175
Nassau
Bahamas",242-322-8832,242-322-5545,,portaja@batelnet.bs,,"25° 4' 36"" N","77° 19' 26"" W",BSNAS,Seaport,Small,
BHR,Mina Salman,Port of Mina Salman,Ministry of Finance and National Economy,"PO Box 15
Bahrain",973 725555,973 725534,,brnport@batelco.com,www.bahrainports.gov.bh,"26° 11' 55"" N","50° 36' 43"" E",BHMIN,Seaport,Medium,
BGD,Chittagong,Port of Chittagong,Chittagong Port Authority (CPA),"Bandar Bhaban
P. O. Box 2013
Chittagong 4100
Bangladesh",880-31- 2522200,880-31- 2510889,,secretary@cpa.gov.bd,www.cpa.gov.bd,"22° 16' 8"" N","91° 49' 52"" E",BDCGP,Seaport,Medium,
BEL,Antwerp,Port of Antwerp,Antwerp Port Authority,"Havenhuis  Entrepotkaai 1
Antwerp B-2000
Belgium",+32-3-205 20 11,+32-3-205 20 28,,info@haven.antwerpen.be,www.portofantwerp.be,"51° 17' 52"" N","4° 17' 59"" E",BEANR,Seaport,Very Large,
BEL,Nieuwpoort,Port of Nieuwpoort,Loodswezen,"Havengeul 1
Nieuwpoort BE-8620
Belgium",32 58 233 000,32 58 231 575,,,wwwe.loodswezen.nl,"51° 8' 28"" N","2° 44' 39"" E",BENIE,Seaport,Medium,
BEL,Oostende,Port Oostende,AG Haven Oostende,"Slijkensesteenweg 2
Oostende 8400
Belgium",+32 (0)59 34.07.11,+32 (0)59 34.07.10,,info@portofoostende.be,www.portofoostende.be,"51° 13' 43"" N","2° 56' 7"" E",BEOST,Seaport,Medium,
BEL,Zeebrugge,Port of Bruges-Zeebrugge,Maatschappij van de Brugse Zeevaartinrichtingen N.V. (MBZ).,"P. Vandammehuis, Isabellalaan 1
Zeebrugge B-8380
Belgium",32 50 54 32 11,32 50 54 32 24,,mbz@zeebruggeport.be,www.zeebruggeport.be,"51° 20' 11"" N","3° 12' 26"" E",BEZEE,Seaport,Medium,
BEN,Cotonou,Port of Cotonou,Ports Authority of Cotonou,"Cotonou
Benin",229 21315280,229 21312891,,pac@leland.bj,www.portdecotonou.com,"6° 20' 48"" N","2° 25' 32"" E",BJCOO,Seaport,Medium,
BMU,Hamilton,Port of Hamilton,Department of Marine and Port Services,"PO Box HM 180
Hamilton
Bermuda",441 295 6575,441 295 3718,,,,"32° 17' 28"" N","64° 46' 55"" W",BMBDA,Seaport,Medium,
BRA,Ipojuca,Suape Marine Terminal,Petrobras SA,"Suape Port and Industrial Complex
Km 10, Rodovia PE-60
Ipojuca, PE Cep:5590-000
Brazil",55 (81) 3527.5000,55 (81) 3527.5066,,suape@suape.pe.gov.br,www.suape.pe.gov.br,"8° 23' 54"" S","34° 58' 2"" W",BRIPO,Seaport,Medium,
BRA,Itaguai,Port of Itaguai,Companhia Docas do Rio de Janeiro (CDRJ),"Estrada da Ilha da Madeira, km 2,5
Itaguai, RJ CEP 23824-410
Brazil",55 21 2688 1424,55 21 2688 1287,,,www.portosrio.gov.br,"22° 55' 55"" S","43° 50' 37"" W",BRIGI,Seaport,Medium,
BRA,Paranagua,Port of Paranagua,Administracao dos Portos de Paranagua e Antonina,"Rua Antonio Pereira, 161
Paranagua, PR 83221-030
Brazil",55 14 1420 1100,55 14 1422 5324,,portos@pr.gov.br,www.portosdoparana.pr.gov.br,"25° 29' 49"" S","48° 30' 55"" W",BRPNG,Seaport,Medium,
BRA,Rio de Janeiro,Port of Rio de Janeiro,Companhia Docas do Rio de Janeiro (CDRJ),"Avenida Rodrigues Alves, n 20
Praca Maua
Rio de Janeiro, RJ CEP 20081-250
Brazil",2219-9542,,,suprio@portosrio.gov.br,www.portosrio.gov.br,"22° 52' 59"" S","43° 11' 48"" W",BRRIO,Seaport,Medium,
BRA,Rio Grande,Port of Rio Grande,Superintendencia do Porto de Rio Grande,"Av. Honorio Bicalho, S/N
CP 198
Rio Grande, RS 96201-020
Brazil",53 3231-1366,53 3231-1857,,ouvidoria@portosrs.com.br,www.portosrs.com.br,"32° 3' 22"" S","52° 4' 54"" W",BRRIG,Seaport,Medium,
BRA,Santos,Port of Santos,Dock Company of the State of Sao Paulo,"Companhia Docas do Estado de Sao Paulo (CODESP)
Avenida Rodrigues Alves s/n
Santos, Sao Baulo 11015-900
Brazil",(13) 3233-6565,(13) 3233-3080,,,www.portodesantos.com,"23° 58' 8"" S","46° 18' 3"" W",BRSSZ,Seaport,Medium,
BRA,Vitoria,Port of Vitoria,Companhia Docas do Espirito Santo (CODESA),"Av. Getulio Vargas, 556
Vitoria, ES CEP 29.020-030
Brazil",55 27 3132 7314,55 27 3132 7313,,falaporto@codesa.gov.br,www.portodevitoria.com.br,"20° 19' 24"" S","40° 20' 10"" W",BRVIX,Seaport,Medium,
BRA,Aratu,Port of Aratu,Companhia das Docas do Estado da Bahia (CODEBA),"Via Matoim, s/n
Baia de Aratu CEP 43.800-000
Brazil",71 602-5711,71 602-5705,,portoaratu@codeba.com.br,www.codeba.com.br,"12° 47' 5"" S","38° 29' 20"" W",BRARB,Seaport,Medium,
BRA,Carmopolis,Port of Carmopolis,Petrobras,"Carmopolis
Brazil",,,,,www.petrobras.com.br,"11° 3' 0"" S","37° 1' 0"" W",,Off-Shore Terminal,Very Small,
BRA,Guamare,Guamare Oil Terminal,,"Guamare
Brazil",,,,,www.petrobras.com.br,"4° 56' 42"" S","36° 19' 56"" W",,Off-Shore Terminal,Very Small,
BRA,Ipojuca,Suape Marine Terminal,Petrobras SA,"Suape Port and Industrial Complex
Km 10, Rodovia PE-60
Ipojuca, PE Cep:5590-000
Brazil",55 (81) 3527.5000,55 (81) 3527.5066,,suape@suape.pe.gov.br,www.suape.pe.gov.br,"8° 23' 54"" S","34° 58' 2"" W",BRIPO,Seaport,Medium,
BRA,Itaguai,Port of Itaguai,Companhia Docas do Rio de Janeiro (CDRJ),"Estrada da Ilha da Madeira, km 2,5
Itaguai, RJ CEP 23824-410
Brazil",55 21 2688 1424,55 21 2688 1287,,,www.portosrio.gov.br,"22° 55' 55"" S","43° 50' 37"" W",BRIGI,Seaport,Medium,
BRA,Itaguai,Sepetiba Terminal,Companhia Docas do Rio de Janeiro (CDRJ),"Estrada da Ilha da Madeira, km 2,5
Itaguai, RJ CEP 23824-410
Brazil",55 21 2688 1424,55 21 2688 1287,,,www.portosrio.gov.br,"23° 0' 37"" S","44° 2' 0"" W",BRSPB,Seaport,Very Small,
BRA,Itajai,Port of Itajai,,"Rua Blumenau, 05
Itajai, Santa Catarina CEP 88.305-101
Brazil",55 47 341 8000,55 47 341 8075,,atendimento@portoitajai.com.br,www.portoitajai.com.br,"26° 53' 28"" S","48° 40' 37"" W",BRITJ,Seaport,Medium,
BRA,Itaqui,Port of Itaqui,Empresa Maranhense de Administracao Portuaria (EMAP),"Av. dos Portugueses s/n
Itaqui, Sao Luis CEP: 65085-370
Brazil",98 3216-6000,98 3216-6060,,,,"2° 34' 10"" S","44° 22' 14"" W",BRITQ,Seaport,Medium,
BRA,Maceio,Port of Maceio,Administracao do Porto de Maceio,"Rua Fa e Albuquerque
Bairro Jaragua
Maceio, AL 57025-180
Brazil",55 82 231 1999,55 82 231 2975,,domiciojose@portodemaceio.com.br,www.portodemaceio.com.br,"9° 40' 44"" S","35° 43' 32"" W",BRMCZ,Seaport,Small,
BRA,Madre de Deus,Port of Madre de Deus,,"Madre de Deus
Brazil",,,,,,"12° 45' 5"" S","38° 37' 24"" W",,Seaport,Small,
BRA,Miramar,Miramar Oil Terminal,,"Miramar
Brazil",,,,,,"1° 24' 10"" S","48° 29' 36"" W",,Seaport,Small,
BRA,Mucuripe,Port of Mucuripe,Companhia Docas do Ceara - CDC,"Marfisa Maria de Aguiar Ferreira Ximenes
Praca Amigos da Marinha S/n – Mucuripe
Fortaleza, CE 60182 640
Brazil",085 266-5300,085 266-5211,,docasdoceara@docasdoceara.com.br,www.docasdoceara.com.br,"3° 42' 27"" S","38° 28' 37"" W",BRFOR,Seaport,Small,
