Country Code,Port Location,Port Name,Port Authority,Address,Phone,Fax,800 Number,Email,Web Site,Latitude,Longitude,UN/LOCODE,Port Type,Port Size,Country
ARG,La Plata,Port of La Plata,Consortium of Administration of La Plata Port,Argentina,54 221 460 0203,,,Info@laplataport.com.ar,www.laplataport.com.ar,"34° 51' 19"" S","57° 53' 39"" W",ARLPG,River Port,Medium,
ARG,Puerto Deseado,Port of Puerto Deseado,Deseado de la Provincia del Santa Cruz,"Zona Portuaria S/N
Puerto Deseado, Santa Cruz 9050
Argentina",54 0297-4872234,54 0297-487091466,,pdeseado@pdeseado.com.ar,www.scruz.gov.ar/puertos,"47° 45' 20"" S","65° 54' 23"" W",ARPUD,Seaport,Medium,
ARG,Puerto Nuevo,Terminales Rio de la Plata,,"Av. Ramon Castillo y Av. Comodoro Py
Puerto Nuevo
Argentina",5411 4319-9500,5411 4315-2700,,info@trp.com.ar,www.trp.com.ar,"34° 35' 11"" S","58° 21' 49"" W",,Seaport,Medium,
ARG,Quequen,Puerto Quequen,Consorcio de Gestion del Puerto de Quequen,"Avenue Juan de Garay 850
Quequen 7631
Argentina",54 02262 450006,54 02262 451453,,webcgpq@puertoquequen.com,www.puertoquequen.com,"38° 34' 32"" S","58° 43' 2"" W",ARQQN,Seaport,Medium,
ARG,Rio Grande,Port of Rio Grande,,"Rio Grande, Tierra del Fuego
Argentina",,,,,,"53° 47' 40"" S","67° 42' 14"" W",ARRGA,Harbor,Medium,
ARG,Santa Fe,Port of Santa Fe,,"Direccion Cabecera Darsena 1
Santa Fe, Santa Fe 3000
Argentina",0342 455-4393,0342 455-8392,,puertosantafe@puertosfe.com,www.puertosfe.com,"31° 39' 6"" S","60° 42' 0"" W",ARSFN,River Port,Medium,
ABW,Oranjestad,Port of Oranjestad,Aruba Ports Authority N.V.,"Port Administration Building
L.G. Smith Blvd. # 23
Oranjestad
Aruba",(297) 582-6633,(297) 583-2896,,,www.arubaports.com,"12° 31' 12"" N","70° 2' 31"" W",AWORJ,Deepwater Seaport,Medium,
ABW,San Nicolas,Port of San Nicolas,Coastal Aruba Refining Co NV,"Postbus 2150
San Nicolas
Aruba",+297 589 4500,+297 589 8000,,,www.rocargo.com/SanNicolas.html,"12° 26' 15"" N","69° 55' 39"" W",AWSNL,Harbor,Medium,
AUS,Adelaide,Port of Adelaide,Flinders Ports Pty Ltd,"296 St Vincent Street
Port Adelaide, South Australia 5015
Australia",61 8 8447 0611,61 8 8447 0606,800 060 450,flindersports@flindersports.com.au,www.flindersports.com.au,"34° 47' 57"" S","138° 30' 45"" E",AUADL,Seaport,Medium,
AUS,Darwin,Port of Darwin,Darwin Port Corporation,"GPO Box 390
Darwin, Northern Territory 0801
Australia",+ 61 (8) 8922 0660,+ 61 (8) 8922 0666,,darwinport.dpa@nt.gov.au,www.darwinport.nt.gov.au,"12° 28' 13"" S","130° 51' 28"" E",AUDRW,Seaport,Medium,
AUS,Fremantle,Fremantle Port,Fremantle Port Authority,"PO Box 95
Fremantle, Western Australia 6959
Australia",61 (08) 9430 3555,61 (08) 9336 1391,,mail@fremantleports.com.au,www.fremantleports.com.au,"32° 2' 51"" S","115° 44' 27"" E",AUFRE,Seaport,Medium,
AUS,Geelong,Port of Geelong,GeelongPort,"Geelong
Australia",03 52470206,03 52470203,,l.ward@patrick.com.au,www.geelongport.com.au,"38° 7' 36"" S","144° 23' 23"" E",AUGEX,Seaport,Medium,
AUS,Gladstone,Port of Gladstone,Gladstone Ports Corporation,"19 Yarroon Street
PO Box 259
Gladstone, Queensland 4680
Australia",61 7 4976 1333,61 7 4972 3045,,,www.gpcl.com.au,"23° 49' 48"" S","151° 15' 10"" E",AUGLT,Seaport,Medium,
AUS,Newcastle,Port of Newcastle,Newcastle Port Corporation,"PO Box 663
Newcastle, NSW 2300
Australia",02 - 4985 8222,,1800 048 205,mail@newportcorp.com,www.newportcorp.com.au,"32° 54' 27"" S","151° 46' 14"" E",AUNTL,Seaport,Medium,
AUS,Adelaide,Port of Adelaide,Flinders Ports Pty Ltd,"296 St Vincent Street
Port Adelaide, South Australia 5015
Australia",61 8 8447 0611,61 8 8447 0606,800 060 450,flindersports@flindersports.com.au,www.flindersports.com.au,"34° 47' 57"" S","138° 30' 45"" E",AUADL,Seaport,Medium,
AUS,Botany Bay,Port Botany,Sydney Ports,"207 Kent Street
Sydney, NSW 2000
Australia",61 2 9296 4999,61 2 9296 4742,,,www.sydneyports.com.au,"33° 58' 23"" S","151° 12' 54"" E",AUBTB,Seaport,Medium,
AUS,Darwin,Port of Darwin,Darwin Port Corporation,"GPO Box 390
Darwin, Northern Territory 0801
Australia",+ 61 (8) 8922 0660,+ 61 (8) 8922 0666,,darwinport.dpa@nt.gov.au,www.darwinport.nt.gov.au,"12° 28' 13"" S","130° 51' 28"" E",AUDRW,Seaport,Medium,
AUS,Finucane Island,Port of Finucane Island,BHP Billiton,"Finucane Island
Australia",,,,,,"20° 18' 39"" S","118° 33' 53"" E",,Seaport,Medium,
AUS,Fremantle,Fremantle Port,Fremantle Port Authority,"PO Box 95
Fremantle, Western Australia 6959
Australia",61 (08) 9430 3555,61 (08) 9336 1391,,mail@fremantleports.com.au,www.fremantleports.com.au,"32° 2' 51"" S","115° 44' 27"" E",AUFRE,Seaport,Medium,
AUS,Geelong,Port of Geelong,GeelongPort,"Geelong
Australia",03 52470206,03 52470203,,l.ward@patrick.com.au,www.geelongport.com.au,"38° 7' 36"" S","144° 23' 23"" E",AUGEX,Seaport,Medium,
AUS,Gladstone,Port of Gladstone,Gladstone Ports Corporation,"19 Yarroon Street
PO Box 259
Gladstone, Queensland 4680
Australia",61 7 4976 1333,61 7 4972 3045,,,www.gpcl.com.au,"23° 49' 48"" S","151° 15' 10"" E",AUGLT,Seaport,Medium,
AUS,Newcastle,Port of Newcastle,Newcastle Port Corporation,"PO Box 663
Newcastle, NSW 2300
Australia",02 - 4985 8222,,1800 048 205,mail@newportcorp.com,www.newportcorp.com.au,"32° 54' 27"" S","151° 46' 14"" E",AUNTL,Seaport,Medium,
AUS,Port Kembla,Port of Port Kembla,Port Kembla Port Corporation,"PO Box 89
Port Kembla, NSW 2505
Australia",61 2 4275 0100,61 2 4274 0643,,enquiries@kemblaport.com.au,www.kemblaport.com.au,"34° 27' 45"" S","150° 53' 58"" E",AUPKL,Seaport,Medium,
AUT,Enns,Port of Enns,EHG Ennshafen GmbH,"Donaustrasse 3
Enns A-4470
Austria",43 7223 84151,43 7223 84151 110,,office@ennshafen.at,www.ennshafen.at,"48° 13' 50"" N","14° 30' 19"" E",ATENA,River Port,Medium,
AUT,Krems,Port of Krems,Gesellschaft m.b.H. and Co KG,"Karl Mierka Str. 7-9
Krems A-3500
Austria",0043 (0) 2732 73571-,0043 (0) 2732 72557,,office@mierka.com,www.mierka.com,"48° 24' 12"" N","15° 38' 46"" E",ATKRE,River Port,Medium,
AUT,Linz,Port of Linz,LINZ SERVICE GmbH,"Regensburger Strasse 7
Linz 4020
Austria",0732/3400-6940,0732/3400-6903,,hafen.linz@linzag.at,www.linzag.at,"48° 18' 5"" N","14° 19' 47"" E",ATLNZ,River Port,Medium,
AUT,Vienna,Port of Vienna,Wiener Hafen,"Seitenhafenstrasse 15
Vienna A-1023
Austria",43/1/ 727 16-0,43/1/ 727 16-0,,office@wienerhafen.com,www.wienerhafen.com,"48° 13' 51"" N","16° 23' 59"" E",,River Port,Medium,
BHS,Freeport,Freeport Container Port,Freeport Container Port Limited,"Container Port Road / Queens Highway
P.O. Box F-42465
Freeport, Grand Bahama Island
Bahamas",242 350-8000,242 351-8044,,,www.freeportcontainerport.com,"26° 31' 28"" N","78° 46' 1"" W",BSFPO,Seaport,Medium,
BHR,Mina Salman,Port of Mina Salman,Ministry of Finance and National Economy,"PO Box 15
Bahrain",973 725555,973 725534,,brnport@batelco.com,www.bahrainports.gov.bh,"26° 11' 55"" N","50° 36' 43"" E",BHMIN,Seaport,Medium,
BGD,Chittagong,Port of Chittagong,Chittagong Port Authority (CPA),"Bandar Bhaban
P. O. Box 2013
Chittagong 4100
Bangladesh",880-31- 2522200,880-31- 2510889,,secretary@cpa.gov.bd,www.cpa.gov.bd,"22° 16' 8"" N","91° 49' 52"" E",BDCGP,Seaport,Medium,
BEL,Liege,Port of Liege,Port Autonome de Liege,"Quai de Maestricht
Liege DIRECTION ET AD
Belgium",04/232.97.97,04/223.11.09,,portdeliege@skynet.be,www.liege.port-autonome.be,"50° 39' 3"" N","5° 36' 25"" E",BELGG,River Port,Medium,
BEL,Nieuwpoort,Port of Nieuwpoort,Loodswezen,"Havengeul 1
Nieuwpoort BE-8620
Belgium",32 58 233 000,32 58 231 575,,,wwwe.loodswezen.nl,"51° 8' 28"" N","2° 44' 39"" E",BENIE,Seaport,Medium,
BEL,Oostende,Port Oostende,AG Haven Oostende,"Slijkensesteenweg 2
Oostende 8400
Belgium",+32 (0)59 34.07.11,+32 (0)59 34.07.10,,info@portofoostende.be,www.portofoostende.be,"51° 13' 43"" N","2° 56' 7"" E",BEOST,Seaport,Medium,
BEL,Zeebrugge,Port of Bruges-Zeebrugge,Maatschappij van de Brugse Zeevaartinrichtingen N.V. (MBZ).,"P. Vandammehuis, Isabellalaan 1
Zeebrugge B-8380
Belgium",32 50 54 32 11,32 50 54 32 24,,mbz@zeebruggeport.be,www.zeebruggeport.be,"51° 20' 11"" N","3° 12' 26"" E",BEZEE,Seaport,Medium,
BEN,Cotonou,Port of Cotonou,Ports Authority of Cotonou,"Cotonou
Benin",229 21315280,229 21312891,,pac@leland.bj,www.portdecotonou.com,"6° 20' 48"" N","2° 25' 32"" E",BJCOO,Seaport,Medium,
BMU,Hamilton,Port of Hamilton,Department of Marine and Port Services,"PO Box HM 180
Hamilton
Bermuda",441 295 6575,441 295 3718,,,,"32° 17' 28"" N","64° 46' 55"" W",BMBDA,Seaport,Medium,
BRA,Ipojuca,Suape Marine Terminal,Petrobras SA,"Suape Port and Industrial Complex
Km 10, Rodovia PE-60
Ipojuca, PE Cep:5590-000
Brazil",55 (81) 3527.5000,55 (81) 3527.5066,,suape@suape.pe.gov.br,www.suape.pe.gov.br,"8° 23' 54"" S","34° 58' 2"" W",BRIPO,Seaport,Medium,
BRA,Itaguai,Port of Itaguai,Companhia Docas do Rio de Janeiro (CDRJ),"Estrada da Ilha da Madeira, km 2,5
Itaguai, RJ CEP 23824-410
Brazil",55 21 2688 1424,55 21 2688 1287,,,www.portosrio.gov.br,"22° 55' 55"" S","43° 50' 37"" W",BRIGI,Seaport,Medium,
BRA,Paranagua,Port of Paranagua,Administracao dos Portos de Paranagua e Antonina,"Rua Antonio Pereira, 161
Paranagua, PR 83221-030
Brazil",55 14 1420 1100,55 14 1422 5324,,portos@pr.gov.br,www.portosdoparana.pr.gov.br,"25° 29' 49"" S","48° 30' 55"" W",BRPNG,Seaport,Medium,
BRA,Rio de Janeiro,Port of Rio de Janeiro,Companhia Docas do Rio de Janeiro (CDRJ),"Avenida Rodrigues Alves, n 20
Praca Maua
Rio de Janeiro, RJ CEP 20081-250
Brazil",2219-9542,,,suprio@portosrio.gov.br,www.portosrio.gov.br,"22° 52' 59"" S","43° 11' 48"" W",BRRIO,Seaport,Medium,
BRA,Rio Grande,Port of Rio Grande,Superintendencia do Porto de Rio Grande,"Av. Honorio Bicalho, S/N
CP 198
Rio Grande, RS 96201-020
Brazil",53 3231-1366,53 3231-1857,,ouvidoria@portosrs.com.br,www.portosrs.com.br,"32° 3' 22"" S","52° 4' 54"" W",BRRIG,Seaport,Medium,
BRA,Salvador,Port of Salvador,Companhia das Docas do Estado da Bahia (CODEBA),"Av. da Franca, 155 I, Comercio
Salvador, Bahia CEP 40.010-000
Brazil",71 320-1299,71 320-1268,,portosalvador@codeba.com.br,www.codeba.com.br,"12° 57' 31"" S","38° 30' 27"" W",BRSSA,Harbor,Medium,
BRA,Santos,Port of Santos,Dock Company of the State of Sao Paulo,"Companhia Docas do Estado de Sao Paulo (CODESP)
Avenida Rodrigues Alves s/n
Santos, Sao Baulo 11015-900
Brazil",(13) 3233-6565,(13) 3233-3080,,,www.portodesantos.com,"23° 58' 8"" S","46° 18' 3"" W",BRSSZ,Seaport,Medium,
BRA,Vitoria,Port of Vitoria,Companhia Docas do Espirito Santo (CODESA),"Av. Getulio Vargas, 556
Vitoria, ES CEP 29.020-030
Brazil",55 27 3132 7314,55 27 3132 7313,,falaporto@codesa.gov.br,www.portodevitoria.com.br,"20° 19' 24"" S","40° 20' 10"" W",BRVIX,Seaport,Medium,
BRA,Aratu,Port of Aratu,Companhia das Docas do Estado da Bahia (CODEBA),"Via Matoim, s/n
Baia de Aratu CEP 43.800-000
Brazil",71 602-5711,71 602-5705,,portoaratu@codeba.com.br,www.codeba.com.br,"12° 47' 5"" S","38° 29' 20"" W",BRARB,Seaport,Medium,
BRA,Belem,Port of Belem,Companhia Docas do Para - Autoridade Portuaria,"Endereco Av. Marechal Hermes s/n
Cais do Porto
Belem, Para CEP 66010-000
Brazil",91 3216-2129,91 3216-2130,,evandro@cdp.com.br,www.cdp.com.br,"1° 27' 6"" S","48° 29' 8"" W",BRBEL,"Pier, Jetty or Wharf",Medium,
BRA,Ipojuca,Suape Marine Terminal,Petrobras SA,"Suape Port and Industrial Complex
Km 10, Rodovia PE-60
Ipojuca, PE Cep:5590-000
Brazil",55 (81) 3527.5000,55 (81) 3527.5066,,suape@suape.pe.gov.br,www.suape.pe.gov.br,"8° 23' 54"" S","34° 58' 2"" W",BRIPO,Seaport,Medium,
BRA,Itaguai,Port of Itaguai,Companhia Docas do Rio de Janeiro (CDRJ),"Estrada da Ilha da Madeira, km 2,5
Itaguai, RJ CEP 23824-410
Brazil",55 21 2688 1424,55 21 2688 1287,,,www.portosrio.gov.br,"22° 55' 55"" S","43° 50' 37"" W",BRIGI,Seaport,Medium,
BRA,Itajai,Port of Itajai,,"Rua Blumenau, 05
Itajai, Santa Catarina CEP 88.305-101
Brazil",55 47 341 8000,55 47 341 8075,,atendimento@portoitajai.com.br,www.portoitajai.com.br,"26° 53' 28"" S","48° 40' 37"" W",BRITJ,Seaport,Medium,
BRA,Itaqui,Port of Itaqui,Empresa Maranhense de Administracao Portuaria (EMAP),"Av. dos Portugueses s/n
Itaqui, Sao Luis CEP: 65085-370
Brazil",98 3216-6000,98 3216-6060,,,,"2° 34' 10"" S","44° 22' 14"" W",BRITQ,Seaport,Medium,
BRA,Manaus,Port of Manaus,Port of Manaus,"Rua Marques de Santa Cruz, no25 - Centro
Manaus, AM 69005 050
Brazil",55 92 2123 4350,55 92 2123 4360,,alecom@portodemanaus.com.br,www.portodemanaus.com.br,"3° 8' 35"" S","60° 1' 1"" W",BRMAO,River Port,Medium,
BRA,Paranagua,Port of Paranagua,Administracao dos Portos de Paranagua e Antonina,"Rua Antonio Pereira, 161
Paranagua, PR 83221-030
Brazil",55 14 1420 1100,55 14 1422 5324,,portos@pr.gov.br,www.portosdoparana.pr.gov.br,"25° 29' 49"" S","48° 30' 55"" W",BRPNG,Seaport,Medium,
BRA,Porto Alegre,Port of Porto Alegre,Administracao do Porto de Porto Alegre,"Av Maua 1050 Centro
Porto Alegre, RS 90010-110
Brazil",55 51 3211 5022,55 51 3211 5033,,,,"30° 1' 3"" S","51° 13' 42"" W",BRPOA,Seaport,Medium,
BRA,Praia Mole,Port of Praia Mole,Administracao do Porto de Praia Mole,"c/o CIA Siderurgica de Tubarao
Av Brig Eduardo Gomes s/n
Carapina - Serra, ES 29164-280
Brazil",55 27 3328 0055,55 27 3228 2330,,,,"20° 17' 38"" S","40° 14' 13"" W",BRPRM,Seaport,Medium,
BRA,Recife,Port of Recife,,"Praça Comunidade Luso Brasileira no 70
Bairro do Recife
Recife, PE 50030-280
Brazil",81 3419.1900,81 3224.2848,,portodorecife@portodorecife.pe.gov.br,www.portodorecife.pe.gov.br,"8° 3' 13"" S","34° 52' 13"" W",BRREC,Harbor,Medium,
BRA,Rio de Janeiro,Port of Rio de Janeiro,Companhia Docas do Rio de Janeiro (CDRJ),"Avenida Rodrigues Alves, n 20
Praca Maua
Rio de Janeiro, RJ CEP 20081-250
Brazil",2219-9542,,,suprio@portosrio.gov.br,www.portosrio.gov.br,"22° 52' 59"" S","43° 11' 48"" W",BRRIO,Seaport,Medium,
BRA,Rio Grande,Port of Rio Grande,Superintendencia do Porto de Rio Grande,"Av. Honorio Bicalho, S/N
CP 198
Rio Grande, RS 96201-020
Brazil",53 3231-1366,53 3231-1857,,ouvidoria@portosrs.com.br,www.portosrs.com.br,"32° 3' 22"" S","52° 4' 54"" W",BRRIG,Seaport,Medium,
BRA,Salvador,Port of Salvador,Companhia das Docas do Estado da Bahia (CODEBA),"Av. da Franca, 155 I, Comercio
Salvador, Bahia CEP 40.010-000
Brazil",71 320-1299,71 320-1268,,portosalvador@codeba.com.br,www.codeba.com.br,"12° 57' 31"" S","38° 30' 27"" W",BRSSA,Harbor,Medium,
BRA,Santos,Port of Santos,Dock Company of the State of Sao Paulo,"Companhia Docas do Estado de Sao Paulo (CODESP)
Avenida Rodrigues Alves s/n
Santos, Sao Baulo 11015-900
Brazil",(13) 3233-6565,(13) 3233-3080,,,www.portodesantos.com,"23° 58' 8"" S","46° 18' 3"" W",BRSSZ,Seaport,Medium,
BRA,Tubarao,Port of Tubarao,Vale,"Tubarao
Brazil",,,,,www.vale.com,"20° 17' 21"" S","40° 14' 50"" W",BRTUB,Seaport,Medium,
BRA,Usiba,Port of Usiba,Administracao do Porto de Usiba,"BR 234 Km 16
Cia Simoes Filho
Bahia
Brazil",55 71 3011 2757,55 71 3011 1158,,,,"12° 46' 59"" S","38° 29' 25"" W",,Seaport,Medium,
BRA,Vitoria,Port of Vitoria,Companhia Docas do Espirito Santo (CODESA),"Av. Getulio Vargas, 556
Vitoria, ES CEP 29.020-030
Brazil",55 27 3132 7314,55 27 3132 7313,,falaporto@codesa.gov.br,www.portodevitoria.com.br,"20° 19' 24"" S","40° 20' 10"" W",BRVIX,Seaport,Medium,
BGR,Varna,Port of Varna,Bulgarian Ports Authority,"1 Slaveikov Square
Varna 9000
Bulgaria",67 77518 PORT BG,359 (052) 632 953,,headoffice@port-varna.bg,www.port-varna.bg,"43° 11' 40"" N","27° 53' 30"" E",BGVAR,Seaport,Medium,
KHM,Phnom Penh,Port of Phnom Penh,Port Authority of Phnom Penh,"#2, Baksei Cham Krong St.
Sangkat Wat Phnom, Khan Daun Penh
Phnom Penh
Cambodia",855-23 427 802,,,ppapmpwt@bigpond.com.kh,www.ppap.com.kh,"11° 34' 59"" N","104° 55' 24"" E",KHPNH,River Port,Medium,
CMR,Douala,Port of Douala,Office National Des Ports Du Cameroun,"5 Boulevard Leclerc
Douala BP 4020
Cameroon",237 420133,237 426797,,,www.otal.com/cameroon/index.htm,"4° 3' 27"" N","9° 41' 20"" E",CMDLA,Seaport,Medium,
CAN,Fraser River,Fraser River Port,Vancouver Fraser Port Authority,"400 - 625 Agnes Street
New Westminster, British Columbia V3M 5Y4
Canada",604-665-9500,,,info@vfpa.ca,www.frpa.com,"49° 11' 12"" N","122° 55' 12"" W",CAFRR,River Port,Medium,
CAN,Prince Rupert,Prince Rupert Port,Prince Rupert Port Authority,"200 - 215 Cow Bay Rd.
Prince Rupert, British Columbia V8J 1A2
Canada",250 627-8899,250 627-8980,,pcorp@rupertport.com,www.rupertport.com,"54° 18' 35"" N","130° 20' 21"" W",CAPRR,Seaport,Medium,
CAN,Sydney,Port of Sydney,Sydney Port Corp Inc,"PO Box 327
Sydney, NS B1P 6H2
Canada",902 564 6882,902 564 0911,,info@sydneyport.ca,www.portofsydney.ca,"46° 8' 31"" N","60° 12' 17"" W",CASYD,Seaport,Medium,
CAN,Toronto,Port of Toronto,The Toronto Port Authority,"60 Harbour Street
Toronto, Ontario M5J 1B7
Canada",416-863-2000,416-863-4830,,info@torontoport.com,www.torontoport.com,"43° 38' 3"" N","79° 22' 8"" W",CATOR,Seaport,Medium,
CAN,Becancour,Port of Becancour,Societe du parc Industriel et portuaire de Becancour,"1000 boulevard Arthur-Sicard
Becancour, Quebec G9H 2Z8
Canada",819 294-6656,819 294-9020,,spipb@spipb.com,www.spipb.com,"46° 24' 8"" N","72° 23' 15"" W",CABEC,Seaport,Medium,
CAN,Chemainus,Port of Chemainus,Transport Canada Harbour and Ports,"10031 Old Chemainus Road
RR#1 Chemainus, B.C.
Chemainus V0R 1K0
Canada",(250) 246-2682,,,,,"48° 55' 23"" N","123° 42' 39"" W",CACHM,Seaport,Medium,
CAN,Dalhousie,Port of Dalhousie,Port of Dalhousie Inc.,"442-B Williams Street
Dalhousie, NB E8C 2X6
Canada",506-684-3346,506-684-3388,,pdi@nb.aibn.com,www.portofdalhousie.com,"48° 4' 16"" N","66° 22' 19"" W",CADHS,Harbor,Medium,
CAN,Delta,Westshore Terminals,Westshore Terminals Limited Partnership,"1 Roberts Bank
Delta, BC V4M 4G5
Canada",604- 946-4491 ,,,info@westshore.com,www.westshore.com,"49° 1' 1"" N","123° 9' 37"" W",,Seaport,Medium,
CAN,Esquimalt,Esquimalt Harbor,,"Esquimalt
Canada",,,,,,"48° 26' 11"" N","123° 26' 6"" W",CAESQ,Seaport,Medium,
CAN,Fraser River,Fraser River Port,Vancouver Fraser Port Authority,"400 - 625 Agnes Street
New Westminster, British Columbia V3M 5Y4
Canada",604-665-9500,,,info@vfpa.ca,www.frpa.com,"49° 11' 12"" N","122° 55' 12"" W",CAFRR,River Port,Medium,
CAN,Hamilton,Hamilton Port,Hamilton Port Authority,"605 James Street
North Hamilton, Ontario L8L 1K1
Canada",905 525-4330,905 528-6554,800 263-2131,info@hamiltonport.ca,www.hamiltonport.ca,"43° 17' 5"" N","79° 49' 34"" W",CAHAM,Seaport,Medium,
CAN,Port Hawkesbury,Port of Port Hawkesbury,Strait of Canso Superport Corporation,"P.O. Box 238
428 Main Street
Mulgrave, NS B0E 2G0
Canada",902-747-2410,902-747-2453,,timgilfoy@straitsuperport.com,www.straitsuperport.com,"45° 35' 27"" N","61° 21' 13"" W",CAPHW,Seaport,Medium,
CAN,Prince Rupert,Prince Rupert Port,Prince Rupert Port Authority,"200 - 215 Cow Bay Rd.
Prince Rupert, British Columbia V8J 1A2
Canada",250 627-8899,250 627-8980,,pcorp@rupertport.com,www.rupertport.com,"54° 18' 35"" N","130° 20' 21"" W",CAPRR,Seaport,Medium,
CAN,Richmond,Port North Fraser,Vancouver Fraser Port Authority,"7911 Grauer Road
Richmond, British Columbia V7B 1N4
Canada",604-665-9600,,,info@vfpa.ca,www.nfpa.ca,"49° 11' 59"" N","123° 8' 3"" W",,River Port,Medium,
CAN,Saint John,Saint John Port,Saint John Port Authority,"111 Water St.
Saint John, New Brunswick E2L 0B1
Canada",506-636-4869,506-636-4443,,port@sjport.com,www.sjport.com,"45° 15' 59"" N","66° 3' 22"" W",CASJB,Seaport,Medium,
CAN,Sept-Iles,Port of Sept-Iles,Sept-Iles Port Authority,"1 Quai Mgr Blanche
Sept-Iles
Quebec G4R 5P3
Canada",418-968-1231,418-962-4445,,portsi@portsi.com,www.portsi.com,"50° 11' 47"" N","66° 22' 46"" W",CASEI,Harbor,Medium,
CAN,St. John's,Port of St. John's,St. John's Port Authority,"P.O. Box 6178
1 Water St
St. John's, Newfoundland A1C 5X8
Canada",709 738-4782,709 738-4784,,info@sjpa.com,www.sjpa.com,"47° 33' 45"" N","52° 41' 51"" W",CASJF,Harbor,Medium,
CAN,Sydney,Port of Sydney,Sydney Port Corp Inc,"PO Box 327
Sydney, NS B1P 6H2
Canada",902 564 6882,902 564 0911,,info@sydneyport.ca,www.portofsydney.ca,"46° 8' 31"" N","60° 12' 17"" W",CASYD,Seaport,Medium,
CAN,Thunder Bay,Thunder Bay Port Authority,Thunder Bay Port Authority,"100 Main Street
Thunder Bay, Ontario P7B 6R9
Canada",807-345-6400,807-345-9058,,tim@tbport.on.ca,www.portofthunderbay.ca,"48° 24' 50"" N","89° 13' 19"" W",CATHU,Seaport,Medium,
CAN,Toronto,Port of Toronto,The Toronto Port Authority,"60 Harbour Street
Toronto, Ontario M5J 1B7
Canada",416-863-2000,416-863-4830,,info@torontoport.com,www.torontoport.com,"43° 38' 3"" N","79° 22' 8"" W",CATOR,Seaport,Medium,
CHL,Arica,Port of Arica,Empresa Portuaria Arica (EPA),"Maximo Lira #389
Arica
Chile",56 (58) 202080,56 (58) 202090,,puertoarica@puertoarica.cl,www.puertoarica.cl,"18° 28' 23"" S","70° 19' 30"" W",CLARI,Seaport,Medium,
CHL,San Antonio,Puerto San Antonio,Multioperated Terminal,"Alan Macowan
San Antonio 0245
Chile",56 35 586 000,56 35 586 015,,,www.sanantonioport.com,"33° 35' 15"" S","71° 37' 8"" W",CLSAI,Harbor,Medium,
CHL,Valparaiso,Empresa Portuaria Valparaiso,The Portuaria Valparaiso Company,"Av. Errazuriz # 25
Valparaiso
Chile",56 32 448800,56 32 224190,,,www.portvalparaiso.cl,"33° 2' 7"" S","71° 37' 14"" W",CLVAP,Seaport,Medium,
