Country Code,Port Location,Port Name,Port Authority,Address,Phone,Fax,800 Number,Email,Web Site,Latitude,Longitude,UN/LOCODE,Port Type,Port Size,Country
HKG,Kwai Chung,Hongkong International Terminals,Hutchison Port Holdings,"Terminal 4
Container Port Road South
Hong Kong",852 2619 7888,852 2612 0083,,gca@hph.com,www.hit.com.hk,"22° 19' 53"" N","114° 7' 41"" E",HKHKC,Port Terminal,Large,
IND,Chennai,Port of Chennai,Chennai Port Trust,"Rajaji Salai
Chennai, Tamil Nadu 600 001
India",91 44 25362201,91 44 25361228,,diredp@chennaiport.gov.in,www.chennaiport.gov.in,"13° 6' 40"" N","80° 18' 3"" E",INMAA,Seaport,Large,
IND,Cochin (Kochi),Port of Cochin,Cochin Port Trust,"Willingdon Island
Cochin 682009
India",91 484 266 6871,91 484 266 8163,,mail@cochinport.com,www.cochinport.com,"9° 58' 4"" N","76° 15' 26"" E",INCOK,Seaport,Large,
IND,Jawaharlal Nehru,Nhava Sheva,Jawaharlal Nehru Port Trust (JNPT),"Administrative Building
Sheva Navi, Maharashtra 400707
India",91-22-7242322,91-22-7242325,,jawahar@giasbm01.vsnl.net.in,www.jnport.com,"18° 57' 6"" N","72° 56' 59"" E",INNSA,Seaport,Large,
IND,Kandla,Port of Kandla,Kandla Port Trust,"Post Box 50
Administrative Building
Gandhidham, Gujarat 370 201
India",91 2836 221347,91 2836 232040,,kpt@kandlaport.com,www.kandlaport.com,"23° 0' 49"" N","70° 13' 32"" E",INIXY,Seaport,Large,
IND,Kolkata (Calcutta),Port of Kolkata,Calcutta Port Trust,"15 Strand Road
Kolkata 700 001
India",91-33 2230-3451,91-33 2220-4901,,portofcalcutta@portofcalcutta.com,www.kolkataporttrust.gov.in,"22° 32' 13"" N","88° 18' 23"" E",INCCU,River Port,Large,
IND,Mumbai,Port of Mumbai,Mumbai Port Trust,"Port House
Shoorji Vallabhdas Marg
Mumbai, Maharastra 400 001
India",66565656,91 22 22611011,,mbpt@vsnl.com,www.mumbaiport.gov.in,"18° 56' 31"" N","72° 53' 7"" E",INBOM,Deepwater Seaport,Large,
IND,Paradip,Port of Paradip,Paradip Port Trust,"P.O. Paradip Port
District Cuttack
Paradip, Orissa 754 142
India",06722 222046,06722 222256,,chmppt@paradipport.gov.in,www.paradipport.gov.in,"20° 16' 14"" N","86° 40' 16"" E",INPRT,Seaport,Large,
IND,Visakhapatnam,Port of Visakhapatnam,Visakhapatnam Port Trust,"Visakhapatnam, Andhra Pradesh 530 035
India",91 891 2564841,91 891 2565023,,info@vizagport.com,www.vizagport.com,"17° 41' 36"" N","83° 17' 22"" E",INVTZ,Seaport,Large,
IDN,Jakarta,Port of Jakarta,,"Jalan Raya Pelabuhan Nomor 9
Tanjung Priok, Jakarta Utara 14310
Indonesia",62-21-4367305,62-21-4372933,,priok@inaport2.co.id,www.priokport.co.id,"6° 6' 20"" S","106° 51' 38"" E",IDJKT,Seaport,Large,
IDN,Tanjung Priok,Port of Tanjung Priok,Indonesia Port Corp II,"JL.Raya Pelabuhan No.9
Tanjung Priok, Jakarta 14310
Indonesia",62-21-4367505,62-21-4372933,,,www.priokport.co.id,"6° 6' 5"" S","106° 53' 40"" E",IDTPP,Seaport,Large,
IRN,Imam  Khomeini,Imam  Khomeini  Port,Imam KhIomeini Port Complex,"P.O. Box: 159Khuzestan Province
Iran",98 652252 2050,98 652252 2050,,marketing@khomeiniport.com,www.khomeiniport.com,"30° 26' 55"" N","49° 4' 31"" E",IRBKM,Seaport,Large,
ITA,Genoa,Port of Genoa,Autorita Portuale De Genova,"Palazzo SanGiogio
Via della Mercanzia 2
Genoa, GE 16123
Italy",39 010 241 2793,39 010 241 2309,,info@porto.genova.it,www.porto.genova.it,"44° 24' 17"" N","8° 54' 59"" E",ITGOA,Seaport,Large,
ITA,La Spezia,Port of La Spezia,Autorita Portuale della Spezia,"Via del Molo, 1
La Spezia, SP 19126
Italy",39 0187 546320,39 0187 599664,,info@porto.laspezia.it,www.portolaspezia.it,"44° 5' 14"" N","9° 51' 2"" E",ITSPE,Seaport,Large,
ITA,Livorno,Port of Livorno,Livorno Port Authority,"Palazzo Rosciano 6
Livorno, LI 57123
Italy",39 0586 249465,39 0586 249514,,info@porto.livorno.it,www.porto.livorno.it,"43° 33' 21"" N","10° 18' 11"" E",ITLIV,Seaport,Large,
ITA,Marghera,Porto Marghera,Autorita Portuale di Venezia,"Zatere, 1401
Venezia, VE 30123
Italy",041 4334111,041 4334254,,apv@porto.venezia.it,www.port.venice.it,"45° 27' 11"" N","12° 14' 41"" E",ITPMA,Seaport,Large,
ITA,Napoli (Naples),Port of Napoli,Autorita Portuale di Napoli,"Piazzale Pisacane
Napoli, NA 80133
Italy",39 081 206929,39 081 206888,,info@porto.napoli.it,www.porto.napoli.it,"40° 50' 12"" N","14° 16' 27"" E",ITNAP,Seaport,Large,
ITA,Venezia (Venice),Port of Venice,Autorita Portuale di Venezia,"Zatere, 1401
Venezia, VE 30123
Italy",041 4334111,041 4334254,,apv@porto.venezia.it,www.port.venice.it,"45° 26' 51"" N","12° 16' 59"" E",ITVCE,Seaport,Large,
JPN,Chiba,Port of Chiba,Chiba Port and Harbour Office,"1-6-1 Chuoko
Chuo-ku
Chiba-shi, Chiba Pref 260-8667
Japan",81 43 246 6201,81 43 241 3470,,,www.pref.chiba.jp/business/kowan/index-e.html,"35° 33' 44"" N","140° 3' 52"" E",JPCHB,Seaport,Very Large,
JPN,Funabashi,Port of Funabashi,Funabashi Port Office,"Katsunan Port Admin Office
5-1 Hama-cho 2-chome
Funabashi, Chiba 273-0012
Japan",81 47 433 1895,,,,,"35° 40' 13"" N","139° 58' 53"" E",JPFNB,Seaport,Large,
JPN,Hakata,Port of Hakata,"Port and Harbor Bureau, Fukuoka City","Fukuoka City Office
13-13 Sekijo-machi, Hakata-ku
Fukuoka, Fukuoka 812-8620
Japan",81 92 291 0561,81 92 291 7144,,somu.PHB@city.fukuoka.jp,www.port-of-hakata.or.jp,"33° 38' 21"" N","130° 23' 13"" E",JPHTD,Seaport,Large,
JPN,Kawasaki,Port of Kawasaki,Kawasaki City Port and Harbor Bureau,"1 Miyamoto-cho, Kawasaki-ku
Kawasaki, Kanagawa 210-0004
Japan",81 44 200 2111,81 44 200 3981,,58kikaku@city.kawasaki.jp,www.city.kawasaki.jp/58/58yuuti/home/etop.html,"35° 30' 23"" N","139° 44' 59"" E",JPKWS,Seaport,Very Large,
JPN,Kinuura,Port of Kinuura,Kinuura Port Authority,"Kinuura Port Office
1-1, 11-gochi
Handa City, Aichi 475-0831
Japan",81 56 921 2451,81 56 921 2459,,kinuura-komu@pref.aichi.lg.jp,www.pref.aichi.jp/kensetsu-somu/kinuura-komu,"34° 51' 53"" N","136° 57' 4"" E",JPKNU,Seaport,Large,
JPN,Kisarazu,Port of Kisarazu,Kisarazu Port Authority,"13-34 Kaifuchi, 3-chome
Kisaradu City, Chiba 292-0833
Japan",81 43 825 5141,81 43 825 6325,,,www.pref.chiba.lg.jp/business/kowan/kisarazuport-e.html,"35° 21' 16"" N","139° 51' 22"" E",JPKZU,Seaport,Large,
JPN,Kitakyushu,Port of Kitakyushu,Kitakyushu Seaport and Airport Bureau,"1-2-7 Nishi-Kaigan
Moji-Ku
Kitakyushu 801-8555
Japan",81-93-321-5941,81-093-321-5933,,kqport@kitaqport.or.jp,www.kitaqport.or.jp,"33° 55' 21"" N","130° 51' 24"" E",JPKKJ,Seaport,Large,
JPN,Kobe,Port of Kobe,Kobe Port Terminal Corporation,"Kobe C.I.T. Bldg,16F, 1-14,Hamabe-Dori 5-chome,
Chuo-ku
Kobe 651-0083
Japan",+81-(0)78-231-2401,+81-(0)78-231-2960,,shionkou@kptc.co.jp,www.kptc.co.jp,"34° 41' 3"" N","135° 14' 27"" E",JPUKB,Seaport,Large,
JPN,Kochi,Port of Kochi,Kochi Port Authority,"1-2-2 Marunouchi
Kochi City, Kochi 780-8570
Japan",81 88 823 1111,81 88 823 9896,,175201@ken.pref.kochi.lg.jp,www.pref.kochi.lg.jp,"33° 31' 27"" N","133° 33' 40"" E",JPKCZ,Deepwater Seaport,Very Large,
JPN,Kokura,Port of Kokura,Kokura Port Authority,"1-2-7 Nishi Kaigan
Moji-ku, Kitakyushu, Fukuoka 801-8555
Japan",81 93 321 5941,81 93 321 5933,,kqport@kitaqport.or.jp,www.kitaqport.or.jp,"33° 54' 30"" N","130° 52' 39"" E",JPKOK,Deepwater Seaport,Very Large,
JPN,Nagasaki,Port of Nagasaki,Nagasaki Port Authority,"2-11 Dejima-cho
Nagasaki, Nagasaki 850-0862
Japan",81 958 221257,81 958 221257,,,www.doboku.pref.nagasaki.jp/~rinkai/kakukou/nagasaki.htm,"32° 44' 25"" N","129° 51' 54"" E",JPNGS,Seaport,Large,
JPN,Nagoya,Port of Nagoya,Nagoya Port Authority,"8-21 Irifune 1-chome
Minato-ku
Nagoya, Aichi 455-8686
Japan",+81 52 654 7840,+81 52 654 7995,,info@port-of-nagoya.jp,www.port-of-nagoya.jp,"35° 2' 42"" N","136° 50' 53"" E",,Seaport,Very Large,
JPN,Niigata,Port of Niigata,"Bureau of Port and Airport Development, Niigata Prefecture","4-1 Shinko-cho
Niigata City, Niigata 950-8570
Japan",81 0 25-280-5456,81 0 25-284-5042,,T1700102@mail.pref.niigata.jp,www.pref.niigata.lg.jp/kowanshinko/1208883684365.html,"37° 57' 18"" N","139° 7' 46"" E",JPKIJ,Seaport,Large,
JPN,Niihama,Port of Niihama,Niihama Port Authority,"5-1 Ikku-cho, 1-chome
Niihama City, Ehime 792-0025
Japan",81 89 733 5151,,,,,"33° 58' 15"" N","133° 15' 54"" E",JPIHA,Seaport,Large,
JPN,Osaka,Port of Osaka,Osaka Port Corporation,"1-14-16 Nanko-kita
Suminoe-ku
Osaka, Osaka Pref 559-0034
Japan",+81-6-6615-7211,+81-6-6615-7210 ,,,www.optc.or.jp,"34° 38' 9"" N","135° 26' 3"" E",JPOSA,Seaport,Large,
JPN,Tokyo,Port of Tokyo,"Bureau of Port and Harbor,Tokyo Metropolitan Government","8-1 Nishishinjuku 2-chome Shinjuku-ku
Tokyo 163-8001
Japan",81-3-5320-5524,81-3-5388-1575,,,www.kouwan.metro.tokyo.jp,"35° 37' 29"" N","139° 47' 29"" E",JPTYO,Seaport,Very Large,
JPN,Wakayama,Port of Wakayama,Wakayama Port Authority,"1-1 Komarsubaradoori
Wakayama, Wakayama 640-8585
Japan",81 734 413154,81 734 334839,,,,"34° 13' 23"" N","135° 7' 59"" E",JPWAK,Seaport,Large,
JPN,Yokohama,Port of Yokohama,Port and Harbour Bureau City of Yokohama,"2 Yamashita-cho Naka-ku
Yokohama 231-0023
Japan",81-45-671-2880,81-45-671-7158,,portoubo@city.yokohama.jp,www.city.yokohama.jp/me/port/en/index.html,"35° 26' 11"" N","139° 40' 4"" E",JPYOK,Seaport,Very Large,
PRK,Nampo,Port of Nampo,,"Nampo
Korea, North",,,,,,"38° 43' 13"" N","125° 23' 45"" E",KPNAM,Seaport,Large,
KOR,Busan,Port of Busan,Busan Port Authority,"79-9, Jungan-Dong 4GA
Jung-Gu
Busan 600-016
Korea, South",82-51-999-3000,,,bpamaster@busanpa.com,www.portbusan.or.kr,"35° 6' 34"" N","129° 3' 34"" E",KRPUS,Seaport,Large,
KOR,Gunsan,Port of Gunsan (Kunsan),Gunsan Regional Maritime Affairs and Fisheries Office,"1530-5 Soryong-dong
Gunsan-si, Jeollabuk-do 573-882
Korea, South",82-63-441-2222,82-63-441-2351,,,gunsan.mltm.go.kr/eng,"35° 57' 35"" N","126° 35' 27"" E",KRKUV,Seaport,Large,
KOR,Gwangyang,Port of Gwangyang,Yeosu Regional Maritime Affairs and Fisheries Office,"335-1 Sujeong-dong
Yeosu City 550-705
Korea, South",061-650-6000,061-654-2358,,ohkt@momaf.go.kr,www.portgy.com,"34° 53' 18"" N","127° 40' 43"" E",KRKAN,Seaport,Large,
KOR,Incheon,Port of Incheon,,"Seohaero 193 (1-17 7(chil)-ga Hang-dong)
Jung-gu
Incheon
Korea, South",032-880-6114,032-880-6114,,,www.portincheon.go.kr,"37° 28' 27"" N","126° 37' 3"" E",KRICH,Seaport,Large,
KOR,Masan,Port of Masan,Masan Regional Maritime Affairs and Port Office,"1-5 Wolpo-dong
Masan-su 631-709
Korea, South",055-249-0303,055-245-0885,,,masan.mltm.go.kr,"35° 9' 51"" N","128° 37' 34"" E",KRMAS,Seaport,Large,
KOR,Mokpo,Port of Mokpo,Mokpo Regional Maritime Affairs and Port Office,"1101 Okam-Dong
Mokpo city 530-831
Korea, South",82-61-280-1700,82-61-280-1616,,,mokpo.mltm.go.kr,"34° 46' 34"" N","126° 22' 59"" E",KRMOK,Seaport,Large,
KOR,Ulsan,Port of Ulsan,Ulsan Regional Maritime Affairs and Port Office,"139-19, Maeamdong Namgu
Ulsan
Korea, South",82-52-228-5500,82-52-558-5549,,,ulsan.mltm.go.kr,"35° 29' 59"" N","129° 23' 12"" E",KRUSN,Seaport,Very Large,
LVA,Riga,Freeport of Riga,Freeport of Riga Authority,"12 O. Kalpaka blvd.
Riga LV 1050
Latvia",371 7030800,371 7030835,,rop@vail.rop.lv,www.rop.lv,"57° 0' 28"" N","24° 5' 27"" E",LVRIX,Seaport,Large,
LBN,Beirut,Port of Beirut,Gestion et exploitation du port de Beyrouth (GEPB),"Beirut - Quarantaine Region
P.O. Box 1490
Beirut
Lebanon",961 - 1- 580211,961 - 1- 585835,,info@portdebeyrouth.com,www.portdebeyrouth.com,"33° 54' 18"" N","35° 31' 16"" E",LBBEY,Seaport,Large,
LTU,Klaipeda,Klaipeda State Seaport,Klaipeda State Seaport Authority,"J. Janonio g. 24
Klaipeda LT-92251
Lithuania",370 46 499 799,370 46 499 777,,info@port.lt,www.portofklaipeda.lt,"55° 41' 14"" N","21° 8' 5"" E",LTKLJ,Seaport,Large,
MYS,Port Klang,Port Klang,Port Klang Authority,"Mail Bag Service 202
Jalan
Port Klang, Pelabuhan 42005
Malaysia",603-31688211,603-31670211,,onestopagency@pka.gov.my,www.pka.gov.my,"3° 0' 25"" N","101° 21' 21"" E",,Harbor,Large,
MLT,Valletta,Port of Valletta,Malta Maritime Authority,"Marina Pinto
Valletta VLT 01
Malta",+356 21222203,+356 21250365,,info@mma.gov.mt,www.mma.gov.mt,"35° 53' 43"" N","14° 30' 43"" E",MTMLA,Seaport,Large,
MEX,Veracruz,Port of Veracruz,"Administracion Portuaria Integral de Veracruz, S.A. de C.V.","Av. Marina Mercante No. 210, 7 piso
Col. Centro
Veracruz, Veracruz 91700
Mexico",52 229 923 2170,52 229 932 3040,,,www.puertodeveracruz.com.mx,"19° 12' 30"" N","96° 8' 2"" W",MXVER,Seaport,Large,
