Country Code,Port Location,Port Name,Port Authority,Address,Phone,Fax,800 Number,Email,Web Site,Latitude,Longitude,UN/LOCODE,Port Type,Port Size,Country
ATG,Saint John's,Saint John's Harbour,Antigua Port Authority,"Deep Water Harbour
P.O. Box 1052
St. John's, Antigua Island
Antigua and Barbuda",268-462-1144,268-462-1144,,anport@candw.ag,www.ab.gov.ag,"17° 7' 22"" N","61° 51' 13"" W",,Harbor,Small,
ARG,Bahia Blanca,Port of Bahia Blanca,Autoridad Portuaria del Puerto de Bahia Blanca,"Bahia Blanca City, Buenos Aires Province
Argentina",,,,,www.puertobahiablanca.com,"38° 47' 29"" S","62° 16' 24"" W",ARBHI,River Port,Small,
ARG,La Plata,Port of La Plata,Consortium of Administration of La Plata Port,Argentina,54 221 460 0203,,,Info@laplataport.com.ar,www.laplataport.com.ar,"34° 51' 19"" S","57° 53' 39"" W",ARLPG,River Port,Medium,
ARG,San Nicolas,Port of San Nicolas,Administracion Portuaria Bonaerense,"Ruta 188 y RivadaviaBuenos Aires 1900
Argentina",54 03461-460010,,,psn@intercom.com.ar,www.consejoportuario.com.ar,"33° 21' 36"" S","60° 9' 1"" W",,River Port,Small,
ARG,Arroyo Seco,Port of Arroyo Seco,,"Arroyo Seco, Sante Fe
Argentina",,,,,,"33° 7' 27"" S","60° 30' 26"" W",,River Port,Small,
ARG,Atucha,Port of Atucha,,"Atucha
Argentina",,,,,,"33° 57' 49"" S","59° 11' 51"" W",ARATU,River Port,Small,
ARG,Bahia Blanca,Port of Bahia Blanca,Autoridad Portuaria del Puerto de Bahia Blanca,"Bahia Blanca City, Buenos Aires Province
Argentina",,,,,www.puertobahiablanca.com,"38° 47' 29"" S","62° 16' 24"" W",ARBHI,River Port,Small,
ARG,Barranqueras,Port of Barranqueras,Av. Rio Parana s/n,"Barranqueras, Chaco 3503
Argentina",54 03722-480216,,,puertobqras@arnet.com.ar,www.consejoportuario.com.ar,"27° 29' 23"" S","58° 55' 32"" W",ARBQS,River Port,Small,
ARG,Caletra Paula,Port of Caletra Paula,,"Zona Portuaria S/N
Caletra Paula, Santa Cruz 9011
Argentina",0297 4853342,0297 4853351,,pcpaula@sinectis.com.ar,www.scruz.gov.ar/puertos,"46° 28' 19"" S","67° 29' 49"" W",,Harbor,Small,
ARG,Campana,Port of Campana,Administracion Portuaria Bonaerense,"Delegacian Parana Inferior (2804)
Campana
Argentina",(0054-3489)422890,,,,www.consejoportuario.com.ar,"34° 9' 12"" S","58° 57' 8"" W",ARCMP,River Port,Small,
ARG,Comodoro Rivadavia,Port of Comodoro Rivadavia,,"Comodoro Rivadavia, Chubut
Argentina",,,,,,"45° 51' 21"" S","67° 27' 56"" W",ARCRD,Harbor,Small,
ARG,Concepcion del Uruguay,Port of Concepcion del Uruguay,,"Concepcion del Uruguay, Entre Rios
Argentina",,,,,,"32° 29' 13"" S","58° 13' 17"" W",ARCOU,River Port,Small,
ARG,Corrientes,Port of Corrientes,,"San Juan y Costanera
Corrientes, Corrientes
Argentina",54 03783476330,,,direcciondetransporteypuertos@wircomargentina.com.,www.consejoportuario.com.ar,"27° 27' 38"" S","58° 50' 7"" W",ARCNQ,River Port,Small,
ARG,Diamante,Port of Diamante,,"Diamante, Entre Rios
Argentina",,,,,,"32° 3' 25"" S","60° 38' 41"" W",ARDME,River Port,Small,
ARG,Formosa,Port of Formosa,,"Santa Fe e/ Brandan e Yrigoyen Zona Portuaria
Formosa, Formosa 3600
Argentina",03717 433055,,,,www.consejoportuario.com.ar,"26° 11' 55"" S","58° 8' 50"" W",ARFMA,River Port,Small,
ARG,General Lagos,Port of General Lagos,,"General Lagos
Argentina",,,,,,"33° 4' 55"" S","60° 33' 1"" W",,River Port,Small,
ARG,Ibicuy,Port of Ibicuy,Administracion Puerto Ibicuy,"Ente Autarquico Puerto Ibicuy
Ibicuy, Entre Rios 2846
Argentina",03446 498407,,,,www.consejoportuario.com.ar/puertos.aspx?id=38,"33° 45' 25"" S","59° 10' 41"" W",ARIBY,River Port,Small,
ARG,Ingeniero Buitrango,Port of Ingeniero Buitrango,,"Ingeniero Buitrango
Argentina",,,,,,"33° 27' 9"" S","60° 2' 33"" W",,River Port,Small,
ARG,La Plata,Port of La Plata,Consortium of Administration of La Plata Port,Argentina,54 221 460 0203,,,Info@laplataport.com.ar,www.laplataport.com.ar,"34° 51' 19"" S","57° 53' 39"" W",ARLPG,River Port,Medium,
ARG,Mar del Plata,Port of Mar del Plata,Administracion Portuaria Bonaerense,"Mar del Plata
Argentina",0223 4893099,,,consorcioportuariomdp@speedy.com.ar,www.consejoportuario.com.ar,"38° 2' 34"" S","57° 32' 0"" W",ARMDQ,Harbor,Small,
ARG,Posadas,Port of Posadas,,"Alvear 423
Posadas, Misiones 3300
Argentina",03752 447505,,,,www.consejoportuario.com.ar,"27° 21' 40"" S","55° 53' 9"" W",ARPSS,River Port,Small,
ARG,Puerto Acevedo,Puerto Acevedo,,"Puerto Acevedo
Argentina",,,,,,"33° 15' 9"" S","60° 17' 14"" W",,River Port,Small,
ARG,Puerto Belgrano	,Puerto Belgrano	,,"Puerto Belgrano	
Argentina",,,,,,"38° 53' 40"" S","62° 6' 5"" W",ARPBG,Harbor,Small,
ARG,Puerto Martins,Puerto Martins,,"Puerto Martins
Argentina",,,,,,"33° 26' 38"" S","60° 3' 30"" W",,River Port,Very Small,
ARG,Puerto Parana,Puerto Parana,,"Puerto Parana
Argentina",,,,,,"31° 42' 43"" S","60° 32' 2"" W",ARPRA,River Port,Small,
ARG,Ramallo,Port of Ramallo,,"Ramallo, Buenos Aires
Argentina",,,,,,"33° 28' 42"" S","59° 59' 42"" W",ARRAM,River Port,Small,
ARG,Rawson,Port of Rawson,,"Avda. 9 de Julio 280
Rawson, Chubut 9103
Argentina",02965 481077,,,,www.consejoportuario.com.ar,"43° 20' 21"" S","65° 3' 34"" W",ARRWO,Harbor,Small,
ARG,Rio Grande,Port of Rio Grande,,"Rio Grande, Tierra del Fuego
Argentina",,,,,,"53° 47' 40"" S","67° 42' 14"" W",ARRGA,Harbor,Medium,
ARG,Rosario,Puerto Rosario Ente Administrador (ENAPRO),Ente Administrador Port Rosary,"Av. Belgrano 341
Rosario 2000
Argentina",(0341) 4487105,(0341) 4485010,,,,"32° 58' 27"" S","60° 37' 6"" W",ARROS,River Port,Small,
ARG,San Lorenzo,Port of San Lorenzo,,"San Lorenzo, Santa Fe
Argentina",,,,,,"32° 46' 21"" S","60° 43' 4"" W",ARSLO,River Port,Small,
ARG,San Nicolas,Port of San Nicolas,Administracion Portuaria Bonaerense,"Ruta 188 y RivadaviaBuenos Aires 1900
Argentina",54 03461-460010,,,psn@intercom.com.ar,www.consejoportuario.com.ar,"33° 21' 36"" S","60° 9' 1"" W",,River Port,Small,
ARG,San Pedro,Port of San Pedro,Administracion Portuaria Bonaerense,"Ruta 191 Km. 0
San Pedro, Buenos Aires 2930
Argentina",54 03329-425378,,,,www.consejoportuario.com.ar,"33° 41' 5"" S","59° 38' 29"" W",,River Port,Small,
ARG,Santa Fe,Port of Santa Fe,,"Direccion Cabecera Darsena 1
Santa Fe, Santa Fe 3000
Argentina",0342 455-4393,0342 455-8392,,puertosantafe@puertosfe.com,www.puertosfe.com,"31° 39' 6"" S","60° 42' 0"" W",ARSFN,River Port,Medium,
ARG,Ushuaia,Port of Ushuaia,Direccion Provincial de Puertos,"Avenida Maipu 510
Ushuaia, Tierra del Fuego V9410BJL
Argentina",54 2901 435200,,,info@puertoushuaia.gov.ar,www.puertoushuaia.gov.ar,"54° 48' 34"" S","68° 18' 5"" W",ARUSH,Harbor,Small,
ARG,Villa Constitucion,Port of Villa Constitucion,Ente Administrador Puerto Villa Constitucion,"Puerto de Cabotaje 2919
Villa Constitucion, Santa Fe 2919
Argentina",03400) 475012,,,eapvc@cablenet.com.ar,www.cablenet.com.ar/eapvc,"33° 13' 23"" S","60° 19' 27"" W",ARVCN,River Port,Small,
ARG,Zarate,Port of Zarate,Administracion Portuaria Bonaerense,"Avda. Pagola 2007
Zarate, Buenos Aires 2800
Argentina",03487 429000,,,,www.consejoportuario.com.ar,"34° 5' 56"" S","59° 0' 28"" W",ARZAE,River Port,Small,
ABW,Barcadera,Port of Barcadera,Aruba Ports Authority N.V.,"Port Administration Building
L.G. Smith Blvd. # 23
Oranjestad
Aruba",(297) 582-6633,(297) 583-2896,,,www.arubaports.com,"12° 28' 47"" N","69° 59' 51"" W",AWBAR,Harbor,Small,
ABW,San Nicolas,Port of San Nicolas,Coastal Aruba Refining Co NV,"Postbus 2150
San Nicolas
Aruba",+297 589 4500,+297 589 8000,,,www.rocargo.com/SanNicolas.html,"12° 26' 15"" N","69° 55' 39"" W",AWSNL,Harbor,Medium,
AUS,Beauty Point,Beauty Point Harbour,,"Beauty Point
Australia",,,,,,"41° 9' 16"" S","146° 49' 23"" E",AULST,Harbor,Small,
AUS,Burnie,Port of Burnie,Tasmanian Ports Corporation Pty Ltd,"19-20 Marine Terrace
PO Box 216
Burnie, Tasmania 7320
Australia",+61 3 6434 7300,+61 3 6434 7373,,burnie@tasports.com.au,www.tasports.com.au,"41° 3' 10"" S","145° 54' 46"" E",AUBWT,Harbor,Small,
AUS,Cape Jervis,Port of Cape Jervis,,"Cape Jervis
Australia",,,,,,"35° 36' 21"" S","138° 5' 39"" E",,Harbor,Very Small,
AUS,Carnarvon,Port of Carnarvon,,"Carnarvon
Australia",,,,,,"24° 53' 42"" S","113° 38' 54"" E",,Harbor,Small,
AUS,Coffs Harbour,Coffs Harbour,,"Coffs Harbour
Australia",,,,,,"30° 18' 27"" S","153° 8' 46"" E",AUCFS,Harbor,Small,
AUS,Devonport,Port of Devonport,Tasmanian Ports Corporation Pty Ltd,"48 Formby Road
PO Box 478
Devonport, Tasmania 7310
Australia",61 3 6421 4911,61 3 6421 4988,,secretary@tasports.com.au,www.tasports.com.au,"41° 11' 5"" S","146° 21' 53"" E",AUDPO,Harbor,Small,
AUS,Echuca,Port of Echuca,,"52 Murray Esplanade Echuca
Victoria 3564
Australia",+61 3 5482 4248,+61 3 5482 6951,,port@portofechuca.org.au,www.portofechuca.org.au,"36° 7' 7"" S","144° 44' 56"" E",AUECH,River Port,Very Small,
AUS,Exmouth,Port of Exmouth,,"Exmouth
Australia",,,,,,"21° 57' 17"" S","114° 8' 9"" E",AUPEX,Harbor,Very Small,
AUS,George Town,Port of George Town,,"George Town
Australia",,,,,,"41° 6' 35"" S","146° 49' 20"" E",AUGEE,Harbor,Very Small,
AUS,Grassy,Port of Grassy,Tasmanian Ports Corporation Pty Ltd,"48 Formby Road
PO Box 478
Devonport, Tasmania 7310
Australia",61 3 6421 4911,61 3 6421 4988,,secretary@tasports.com.au,www.tasports.com.au,"40° 3' 53"" S","144° 3' 45"" E",AUGRA,Harbor,Very Small,
AUS,Hobart,Port of Hobart,Tasmanian Ports Corporation Pty Ltd,"GPO Box 202
Hobart, Tasmania 7001
Australia",+61 3 6235 1000,+61 3 6231 0693,,hobart@tasports.com.au,www.tasports.com.au,"42° 52' 49"" S","147° 20' 14"" E",AUHBA,Harbor,Small,
AUS,Innisfail,Port of Innisfail,,"Innisfail
Australia",,,,,,"17° 31' 26"" S","146° 1' 58"" E",AUIFL,River Port,Very Small,
AUS,Karumba,Port of Karumba,Far North Queensland Ports Corporation Limited,"Cnr Grafton and Hartley Streets
Cairns, Queensland 4870
Australia",61 7 4052 3888,61 7 4052 3853,,enquiries@portsfnq.com.au,www.cairnsports.com.au,"17° 29' 22"" S","140° 50' 0"" E",AUKRB,River Port,Small,
AUS,Mackay,Mackay Seaport,Mackay Port Authority,"PO Box 3340
North Mackay, Queensland 4740
Australia",61 7 4955 8155,61 7 4955 2868,,info@nqbp.com.au,www.nqbp.com.au,"21° 6' 30"" S","149° 13' 40"" E",AUMKY,Harbor,Small,
AUS,Maryborough,Port of Maryborough,North Queensland Bulk Ports Corporation Limited,"Level 24, 300 Queen Street
GPO Box 409
Brisbane, Queensland 4001
Australia",61 7 3224 7088,61 7 3224 7088,,info@nqbp.com.au,www.nqbp.com.au,"25° 17' 42"" S","152° 54' 34"" E",AUMBH,Harbor,Small,
AUS,Perth,Port of Perth,,"Perth
Australia",,,,,,"31° 57' 55"" S","115° 51' 31"" E",,Harbor,Small,
AUS,Port Augusta,Port Augusta,,"Port Augusta
Australia",,,,,,"32° 29' 19"" S","137° 45' 38"" E",AUPUG,Harbor,Very Small,
AUS,Port Huon,Port Huon,,"Port Huon
Australia",,,,,,"43° 9' 36"" S","146° 58' 5"" E",AUPHU,Harbor,Very Small,
AUS,Portland,Port of Portland,Port of Portland Pty Ltd.,"Barton Place
P.O. Box 292
Portland, Victoria 3305
Australia",61 3 5525 0900,61 3 5521 7488,,info@portofportland.com.au,www.portofportland.com.au,"38° 20' 57"" S","141° 36' 53"" E",AUPTJ,Harbor,Small,
AUS,Skardon River,Port of Skardon River,Far North Queensland Ports Corporation Limited,"Cnr Grafton and Hartley Streets
Cairns, Queensland 4870
Australia",61 7 4052 3888,61 7 4052 3853,,enquiries@portsfnq.com.au,www.cairnsports.com.au,"11° 45' 28"" S","142° 4' 18"" E",AUSKA,River Port,Very Small,
AUS,Smithton,Port of Smithton,Tasmanian Ports Corporation Pty Ltd,"48 Formby Road
PO Box 478
Devonport, Tasmania 7310
Australia",61 3 6421 4911,61 3 6421 4988,,secretary@tasports.com.au,www.tasports.com.au,"40° 50' 15"" S","145° 7' 18"" E",AUSIO,River Port,Very Small,
AUS,Strahan,Port of Strahan,Tasmanian Ports Corporation Pty Ltd,"48 Formby Road
PO Box 478
Devonport, Tasmania 7310
Australia",61 3 6421 4911,61 3 6421 4988,,secretary@tasports.com.au,www.tasports.com.au,"42° 9' 16"" S","145° 19' 12"" E",AUSRN,Harbor,Small,
AUS,Townsville,Port of Townsville,Townsville Port Authority,"PO Box 1031
Townsville, Queensland 4810
Australia",61 7 4781 1500,617 4781 1525,,info@townsville-port.com.au,www.townsville-port.com.au,"19° 15' 3"" S","146° 49' 46"" E",AUTSV,Harbor,Small,
AUS,Triabunna,Triabunna Harbor,,"Triabunna
Australia",,,,,,"42° 30' 40"" S","147° 54' 56"" E",,Harbor,Very Small,
AUS,Urangan,Urangan Harbor,,"Urangan
Australia",,,,,,"25° 17' 42"" S","152° 54' 33"" E",AUURN,Harbor,Small,
AUS,Wollongong,Wollongong Harbor,,"Wollongong
Australia",,,,,www.wollongong.nsw.gov.au,"34° 25' 13"" S","150° 54' 20"" E",,Harbor,Small,
AUS,Yamba,Port of Yamba,NSW Maritime Authority,"Pilot Station
Pilot Street
Yamba, NSW 2464
Australia",61 2 6646 2002,61 2 6646 1596,,pilot@yamba.nsw.gov.au,www.yamba.nsw.gov.au,"29° 25' 48"" S","153° 21' 12"" E",AUYBA,Harbor,Small,
AUT,Enns,Port of Enns,EHG Ennshafen GmbH,"Donaustrasse 3
Enns A-4470
Austria",43 7223 84151,43 7223 84151 110,,office@ennshafen.at,www.ennshafen.at,"48° 13' 50"" N","14° 30' 19"" E",ATENA,River Port,Medium,
AUT,Krems,Port of Krems,Gesellschaft m.b.H. and Co KG,"Karl Mierka Str. 7-9
Krems A-3500
Austria",0043 (0) 2732 73571-,0043 (0) 2732 72557,,office@mierka.com,www.mierka.com,"48° 24' 12"" N","15° 38' 46"" E",ATKRE,River Port,Medium,
AUT,Linz,Port of Linz,LINZ SERVICE GmbH,"Regensburger Strasse 7
Linz 4020
Austria",0732/3400-6940,0732/3400-6903,,hafen.linz@linzag.at,www.linzag.at,"48° 18' 5"" N","14° 19' 47"" E",ATLNZ,River Port,Medium,
AUT,Vienna,Port of Vienna,Wiener Hafen,"Seitenhafenstrasse 15
Vienna A-1023
Austria",43/1/ 727 16-0,43/1/ 727 16-0,,office@wienerhafen.com,www.wienerhafen.com,"48° 13' 51"" N","16° 23' 59"" E",,River Port,Medium,
BHS,Clifton Point,Port of Clifton Point,,Bahamas,,,,,www.bahamas.gov.bs,"25° 1' 27"" N","77° 32' 45"" W",BSCLP,Harbor,Small,
BHS,Inagua Islands,Port of Matthew Town,Nassau Port Authority,"Inagua Islands
Bahamas",242 322 8832,242 322 5545,,portaja@batelnet.bs,,"20° 57' 27"" N","73° 40' 44"" W",BSIGA,Harbor,Very Small,
BHS,Marsh Harbor,Marsh Harbor,,"Marsh Harbor
Bahamas",,,,,,"26° 32' 49"" N","77° 3' 21"" W",,Harbor,Small,
BHS,South Riding Point,Port of South Riding Point,South Riding Point Holding Ltd,"PO Box F-42530
Freeport, Grand Bahama
Bahamas",242 353 4471,242 353 4573,,srphl@netscape.net,,"26° 37' 8"" N","78° 13' 41"" W",BSSRP,Harbor,Very Small,
BGD,Chalna,Port of Chalna,Mongla Port Authority (MPA),"Mongla, Bagerhat
Bangladesh",04662-75200,04662-75224,,mpa@bttb.net.bd,www.monglaport.com.bd,"22° 36' 6"" N","89° 31' 28"" E",BDCHL,River Port,Small,
BGD,Khulna,Port of Khulna,Mongla Port Authority (MPA),"Mongla, Bagerhat
Bangladesh",04662-75200,04662-75224,,mpa@bttb.net.bd,www.monglaport.com.bd,"22° 47' 30"" N","89° 35' 3"" E",BDKHL,River Port,Small,
BGD,Mongla,Port of Mongla,Mongla Port Authority (MPA),"Mongla, Bagerhat
Bangladesh",04662-75200,04662-75224,,mpa@bttb.net.bd,www.monglaport.com.bd,"22° 30' 14"" N","89° 35' 5"" E",BDMGL,River Port,Small,
BRB,Bridgetown,Port of Bridgetown,Barbados Port Authority,"University Row
Princess Alice Highway
Bridgetown, West Indies
Barbados",(246) 430-4700,(246) 429-5348,,administrator@barbadosport.com,www.barbadosport.com,"13° 6' 25"" N","59° 37' 42"" W",BBBGI,Harbor,Small,
BLR,Mazyr,Port of Mazyr,,"Mazyr
Belarus",,,,,,"52° 4' 35"" N","29° 14' 19"" E",,River Port,Small,
BEL,Brussels,Port of Brussels,Port de Bruxelles,"Place des Armateurs 6
Bruxelles 1000
Belgium",32 2 420.67.00,32 2 420.69.74,,portdebruxelles@port.irisnet.be,www.portdebruxelles.irisnet.be,"50° 53' 10"" N","4° 23' 16"" E",BEBRU,River Port,Large,
BEL,Ghent,The Port of Ghent,Ghent Port Company AMC,"J. Kennedylaan 32
Ghent B-9042
Belgium",+32/9 251 05 50,+32/9 251 54 06,,info@havengent.be,www.havengent.be,"51° 6' 52"" N","3° 46' 4"" E",BEGNE,River Port,Large,
BEL,Liege,Port of Liege,Port Autonome de Liege,"Quai de Maestricht
Liege DIRECTION ET AD
Belgium",04/232.97.97,04/223.11.09,,portdeliege@skynet.be,www.liege.port-autonome.be,"50° 39' 3"" N","5° 36' 25"" E",BELGG,River Port,Medium,
BEL,Namur,Port of Namur,,"Namur
Belgium",,,,,,"50° 27' 7"" N","4° 52' 29"" E",,River Port,Small,
BLZ,Belize City,Port of Belize,Belize Ports Authority,"Caesar Ridge Road
Belize City
Belize",501 227 2480,501 227 2500,,portbz@btl.net,,"17° 28' 47"" N","88° 12' 11"" W",BZBZE,Harbor,Small,
BMU,Freeport,Port of Freeport,Department of Marine and Port Services,"Freeport, Grand Bahama Island
Bermuda",441 295 6575,441 295 5523,,,,"32° 19' 27"" N","64° 50' 6"" W",BMFPT,Harbor,Small,
BMU,St. George's,St. George's,Department of Marine and Port Services,"PO Box HM 180
Hamilton
Bermuda",441 295 6575,441 295 3718,,,,"32° 22' 46"" N","64° 40' 36"" W",BMSGE,Harbor,Small,
BOL,Puerto Quijarro,Puerto Aguirre,"Central Aguirre Portuaria, S.A.","Puerto Quijarro
Bolivia",591-3 9782222,591-3 9782106,,,www.puertoaguirre.com,"18° 59' 11"" S","57° 42' 25"" W",BOQJR,River Port,Small,
BRA,Salvador,Port of Salvador,Companhia das Docas do Estado da Bahia (CODEBA),"Av. da Franca, 155 I, Comercio
Salvador, Bahia CEP 40.010-000
Brazil",71 320-1299,71 320-1268,,portosalvador@codeba.com.br,www.codeba.com.br,"12° 57' 31"" S","38° 30' 27"" W",BRSSA,Harbor,Medium,
BRA,Altamira,Port of Altamira,,"Altamira
Brazil",,,,,,"3° 12' 45"" S","52° 12' 36"" W",,River Port,Very Small,
BRA,Angra dos Reis,Port of Angra dos Reis,Companhia Docas do Rio de Janeiro (CDRJ),"Avenida dos Reis Magos, s/n
Angra dos Reis, RJ 23900-000
Brazil",55 24 2365 0273,55 24 2365 0273,,,www.portosrio.gov.br,"23° 0' 41"" S","44° 18' 26"" W",BRADR,Harbor,Small,
BRA,Anori,Port of Anori,,"Anori, Amazonas 
Brazil",,,,,,"3° 44' 56"" S","61° 39' 28"" W",,River Port,Very Small,
BRA,Cabedelo,Port of Cabedelo,Companhia Docas da Paraiba,"Rua Presidente Joao Pessoa, s/n - Centro
Cabedelo, PB 58310-000
Brazil",83 228-2805,,,porto-pb@zaitex.com.br,portal.paraiba.pb.gov.br,"6° 58' 23"" S","34° 50' 21"" W",BRCDO,River Port,Small,
BRA,Coari,Port of Coari,,"Coari, Amazonas 
Brazil",,,,,,"4° 5' 0"" S","63° 8' 24"" W",,River Port,Very Small,
BRA,Codajas,Port of Codajas,,"Codajas, Amazonas 
Brazil",,,,,,"3° 50' 39"" S","62° 3' 37"" W",,River Port,Very Small,
BRA,Corumba,Port of Corumba,Hidrovias Do Paraguai,"Corumba
Brazil",55 67 2312913,55 67 231 2661,,,www.ahipar.gov.br,"18° 59' 42"" S","57° 39' 17"" W",BRCMG,River Port,Small,
BRA,Fortaleza,Port of Fortaleza,Companhia Docas do Ceara - CDC,"Marfisa Maria de Aguiar Ferreira Ximenes
Praca Amigos da Marinha S/n – Mucuripe
Fortaleza, CE 60182 640
Brazil",085 266-5300,085 266-5211,,docasdoceara@docasdoceara.com.br,www.docasdoceara.com.br,"3° 43' 3"" S","38° 31' 27"" W",BRFOR,Harbor,Small,
BRA,Humaita,Port of Humaita,,"Humaita
Brazil",,,,,,"7° 30' 17"" S","63° 1' 5"" W",,River Port,Very Small,
BRA,Ilheus,Port of Ilheus,Companhia das Docas do Estado da Bahia (CODEBA),"Rua Rotary, s/n
Cidade Nova
Ilheus, Bahia CEP 45.650-000
Brazil",73 231-1200,73 231-3318,,portoilheus@codeba.com.br,www.codeba.com.br,"14° 47' 34"" S","39° 1' 40"" W",BRIOS,Harbor,Small,
BRA,Imbituba,Port of Imbituba,Companhia Docas de Imbituba,"Av. Presidente Vargas, 100
Imbituba, Santa Catarina
Brazil",48 3255-0080,48 255 0701,,,www.cdiport.com.br,"28° 13' 50"" S","48° 39' 10"" W",BRIBB,Harbor,Small,
BRA,Itaituba,Port of Itaituba,Companhia Docas do Para - Autoridade Portuaria,"Endereco 2a. Rua, S/N, Bairro:Miritituba
Itaituba, Para CEP: 68181-000
Brazil",93 3541-1299,93 3541-1300/,,,www.cdp.com.br,"4° 16' 32"" S","55° 58' 55"" W",BRITB,River Port,Small,
BRA,Landaria,Port of Landaria,,"Landaria
Brazil",,,,,,"19° 0' 0"" S","57° 36' 15"" W",,River Port,Small,
BRA,Macapa,Port of Macapa,Macapa (Santana) Port Authority,"Companhia Docos do Para (CDP)
Rua Senador Felinto, Rua Senador Felinto
Santana, AP
Brazil",55 96 281 1092,,,,,"0° 1' 56"" N","51° 2' 53"" W",,River Port,Small,
BRA,Manaus,Port of Manaus,Port of Manaus,"Rua Marques de Santa Cruz, no25 - Centro
Manaus, AM 69005 050
Brazil",55 92 2123 4350,55 92 2123 4360,,alecom@portodemanaus.com.br,www.portodemanaus.com.br,"3° 8' 35"" S","60° 1' 1"" W",BRMAO,River Port,Medium,
BRA,Manicore,Port of Manicore,,"Manicore
Brazil",,,,,,"5° 48' 43"" S","61° 17' 54"" W",,River Port,Very Small,
BRA,Maraba,Port of Maraba,Companhia Docas do Para - Autoridade Portuaria,"Rua Marechal Deodoro s/n.
Maraba, Para
Brazil",,,,,www.cdp.com.br,"5° 20' 34"" S","49° 6' 34"" W",BRMAB,River Port,Small,
BRA,Munguba,Port of Munguba,Administracao do Porto de Munguba,"Vila Munguba s/n
Monte Dourado
Almeirim, PA 68240-000
Brazil",55 91 736 6132,55 91 736 1140,,,,"0° 55' 24"" S","52° 25' 35"" W",BRMGU,River Port,Small,
BRA,Natal,Port of Natal,Companhia Docas do Rio Grande do Norte - CODERN,"Av. Eng Hildebrando de Gois, 220 - Ribeira
Natal, RN
Brazil",84 4005 5311,,,administrativo@codern.com.br,www.codern.com.br,"5° 46' 0"" S","35° 12' 0"" W",BRNAT,Harbor,Small,
BRA,Obidos,Port of Obidos,Companhia Docas do Para - Autoridade Portuaria,"Endereco Endereco Rua Siqueira Campos S/N Centro
Obidos, Para
Brazil",91 547-1253,,,,www.cdp.com.br,"1° 54' 31"" S","55° 31' 10"" W",BROBI,River Port,Small,
BRA,Porto Agropecuaria Norte,Porto Agropecuaria Norte,Agropecuaria Brasil Norte,Brazil,,,,,,"2° 41' 57"" S","50° 32' 12"" W",,River Port,Very Small,
BRA,Porto Murtinho,Porto Murtinho,,"Porto Murtinho, MS
Brazil",,,,,,"21° 41' 29"" S","57° 52' 59"" W",,River Port,Very Small,
BRA,Porto Peixinho,Porto Peixinho,,"Porto Peixinho
Brazil",,,,,,"19° 0' 50"" S","57° 41' 59"" W",,River Port,Very Small,
BRA,Porto Trombetas,Port of Porto Trombetas,Administracao do Porto de Trombetas,"Mineracao Rio do Norte
Porto Trombetas
Municipio de Oriximina, PA 68275-000
Brazil",55 93 549 7029,55 93 549 1482,,,,"1° 27' 37"" S","56° 22' 48"" W",BRTMT,River Port,Small,
BRA,Porto-Ilha,Porto-Ilha,,"Porto-Ilha
Brazil",,,,,,"4° 57' 17"" S","37° 8' 12"" W",,Harbor,Small,
